carat,depth,table,x,y,z,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
1.01,63.5,59.0,6.36,6.31,4.02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.71,61.3,56.0,5.75,5.77,3.53,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.01,61.0,56.0,6.48,6.54,3.97,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.4,61.9,56.0,4.76,4.74,2.94,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.5,57.9,61.0,7.52,7.48,4.35,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.33,61.6,55.0,4.43,4.46,2.74,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.63,62.4,59.0,5.5,5.46,3.42,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.5,61.9,58.0,7.34,7.27,4.52,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.01,60.8,57.0,6.52,6.47,3.95,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.52,58.8,61.0,5.31,5.27,3.11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.23,62.7,57.0,3.9,3.92,2.45,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.83,62.3,56.4,5.97,6.02,3.73,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.76,60.1,59.0,6.01,5.97,3.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.54,62.2,58.0,7.32,7.45,4.59,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.25,61.9,57.0,4.05,4.08,2.51,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.52,57.2,64.0,5.27,5.36,3.04,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3,61.3,59.0,4.3,4.32,2.64,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,62.3,58.0,5.11,5.06,3.17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.48,59.5,57.0,5.16,5.12,3.06,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.38,61.8,54.0,4.66,4.7,2.89,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.76,61.9,53.0,5.85,5.92,3.64,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.52,62.8,54.0,7.26,7.36,4.59,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.0,62.3,56.0,8.08,8.03,5.02,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.31,62.1,57.0,4.34,4.32,2.69,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.92,61.4,55.0,6.29,6.25,3.85,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.71,57.5,58.0,5.91,5.89,3.39,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,61.5,56.0,4.34,4.38,2.68,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.63,62.0,55.0,7.57,7.5,4.68,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.72,63.1,58.0,5.69,5.72,3.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.3,61.6,56.0,7.06,7.0,4.33,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.33,62.0,56.0,4.44,4.47,2.76,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.78,60.2,59.0,7.83,7.96,4.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.5,64.1,57.0,5.04,5.07,3.24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.59,62.0,56.0,5.35,5.39,3.33,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.51,67.2,53.0,7.15,7.1,4.79,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.15,62.5,56.0,6.65,6.72,4.18,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.18,62.9,58.0,6.77,6.7,4.24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.82,63.1,52.0,6.02,5.97,3.78,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.36,61.7,54.0,4.59,4.62,2.84,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.7,59.5,60.0,5.74,5.76,3.42,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.42,60.8,59.0,4.85,4.82,2.94,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,61.7,58.0,4.32,4.34,2.67,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.56,60.7,56.0,5.34,5.36,3.25,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.39,61.2,60.0,4.73,4.68,2.88,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.01,60.6,57.0,6.49,6.52,3.94,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.29,61.8,57.0,6.99,6.93,4.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.51,62.1,56.0,5.1,5.14,3.18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.1,62.0,56.0,6.6,6.68,4.12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.41,61.2,62.0,4.78,4.82,2.94,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3,59.6,59.0,4.38,4.34,2.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.23,62.2,55.0,6.81,6.85,4.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.01,61.1,59.0,6.54,6.46,3.97,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.2,62.5,58.0,6.74,6.67,4.19,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.7,62.0,60.0,5.61,5.64,3.49,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.33,62.1,56.0,4.4,4.42,2.74,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.36,61.3,60.0,4.55,4.59,2.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.38,62.4,64.0,4.59,4.61,2.87,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.35,61.9,61.0,4.54,4.5,2.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.51,61.4,57.0,7.38,7.43,4.55,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.38,60.4,56.0,4.7,4.74,2.85,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.1,61.9,56.0,8.2,8.22,5.08,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.01,63.1,60.0,6.37,6.41,4.03,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.18,61.2,59.0,6.85,6.78,4.17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.42,64.1,57.0,4.7,4.73,3.02,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.45,61.4,61.0,4.89,4.95,3.02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.7,59.4,62.0,5.71,5.76,3.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.46,61.4,57.0,4.99,4.95,3.05,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.93,58.3,60.0,6.45,6.37,3.74,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.27,61.8,55.0,4.14,4.21,2.57,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.74,63.4,57.0,5.81,5.76,3.67,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.3,63.6,56.0,4.26,4.29,2.72,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.31,59.4,58.0,4.37,4.45,2.62,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.26,62.2,58.0,6.88,6.92,4.29,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.55,62.5,56.0,5.21,5.25,3.27,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.01,62.2,59.0,6.45,6.41,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.01,61.6,55.0,8.08,8.02,4.97,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.51,61.8,55.0,5.16,5.1,3.17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,61.4,54.0,5.71,5.75,3.52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.53,62.2,56.0,5.19,5.23,3.24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.22,59.6,56.0,7.05,7.02,4.19,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.01,60.1,60.0,6.48,6.44,3.88,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.02,62.1,58.0,8.1,8.04,5.01,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.51,62.9,55.0,7.22,7.28,4.56,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.06,62.8,56.0,6.47,6.55,4.09,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.03,61.1,57.0,6.54,6.58,4.01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.1,61.7,56.0,6.65,6.6,4.09,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.7,62.1,56.0,5.67,5.71,3.53,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.43,61.6,59.0,4.87,4.83,2.99,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.01,59.3,59.0,6.57,6.54,3.89,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.54,61.8,58.0,5.22,5.29,3.25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.51,59.5,57.0,5.24,5.21,3.11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.02,61.9,58.0,8.06,8.1,5.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.31,61.8,59.0,4.35,4.33,2.68,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.01,62.8,58.0,6.32,6.39,3.99,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5,62.0,56.0,5.09,5.12,3.16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.38,60.7,56.0,4.7,4.72,2.86,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.2,62.9,57.0,6.73,6.79,4.25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.13,58.6,59.0,6.91,6.84,4.03,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.66,61.4,56.0,5.62,5.65,3.46,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.01,61.0,60.0,8.16,8.11,4.96,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.55,62.5,56.0,5.23,5.27,3.28,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3,60.8,59.0,4.32,4.3,2.62,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.35,61.1,56.0,4.56,4.58,2.79,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.16,62.2,56.0,6.74,6.7,4.18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.01,63.3,58.0,6.4,6.37,4.04,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.31,62.0,56.0,4.33,4.35,2.69,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.51,62.9,57.0,7.27,7.23,4.56,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.91,62.2,56.0,6.14,6.17,3.83,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.58,60.1,55.0,5.42,5.56,3.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,62.9,58.0,4.73,4.72,2.97,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.33,61.9,54.0,4.47,4.42,2.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2.02,60.4,57.0,8.21,8.18,4.95,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.5,59.2,62.0,7.55,7.49,4.45,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.02,60.4,57.0,6.58,6.54,3.96,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.5,60.4,64.0,5.12,5.08,3.08,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.54,63.0,54.0,5.19,5.23,3.28,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.23,61.0,58.0,8.36,8.39,5.11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.57,62.0,55.0,5.32,5.37,3.32,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.21,62.0,56.0,6.83,6.76,4.21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,61.1,61.0,4.32,4.29,2.63,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.91,61.9,61.0,6.1,6.12,3.78,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.32,60.9,56.0,4.42,4.41,2.69,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2.08,61.8,56.0,8.22,8.18,5.07,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.32,62.8,57.0,4.35,4.38,2.74,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.71,60.0,59.0,5.76,5.8,3.47,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7,62.8,56.0,5.64,5.66,3.55,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.2,60.5,56.0,6.84,6.87,4.15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.9,63.2,57.0,6.09,6.15,3.87,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.32,60.8,59.0,4.41,4.44,2.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.5,63.3,57.0,5.06,5.02,3.19,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.39,65.4,57.0,4.61,4.54,2.99,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.31,61.3,56.0,4.37,4.41,2.69,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.43,61.6,57.0,4.8,4.85,2.97,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.53,61.3,57.0,5.21,5.19,3.19,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.3,59.4,60.0,4.34,4.38,2.59,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.78,61.3,56.0,5.95,5.99,3.66,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,61.9,61.0,6.38,6.42,3.96,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,61.7,59.0,4.75,4.72,2.92,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.36,62.0,54.0,4.58,4.61,2.85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.07,62.4,57.0,6.58,6.52,4.09,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.5,63.5,59.0,7.25,7.28,4.61,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.54,62.7,57.0,5.23,5.17,3.26,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.0,64.8,59.0,6.29,6.24,4.06,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.32,62.3,54.0,4.37,4.4,2.73,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.52,58.8,62.0,5.31,5.3,3.12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3,61.9,59.0,4.31,4.28,2.66,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.01,62.4,60.0,6.34,6.39,3.97,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,60.8,61.0,6.41,6.39,3.89,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9,63.0,58.0,6.13,6.16,3.87,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.54,62.5,56.0,5.2,5.24,3.26,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.4,61.1,58.0,4.75,4.74,2.9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5,61.6,57.0,5.08,5.12,3.14,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.31,60.7,57.0,4.39,4.41,2.67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.02,60.7,57.0,6.5,6.54,3.96,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.43,62.4,60.0,4.82,4.79,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.32,62.6,55.0,4.38,4.41,2.75,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.9,62.3,56.0,6.21,6.14,3.85,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.54,61.7,55.0,5.24,5.27,3.24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.71,61.7,55.0,5.73,5.77,3.55,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.6,58.1,63.0,5.53,5.63,3.24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.18,62.2,58.0,6.74,6.79,4.21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.6,60.8,60.0,5.39,5.44,3.29,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.08,60.1,59.0,6.7,6.64,4.01,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.9,62.2,58.0,6.13,6.18,3.83,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.93,62.9,56.0,6.2,6.23,3.91,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.42,62.8,59.0,4.73,4.76,2.98,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.32,62.1,58.0,4.39,4.34,2.71,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2.38,62.6,59.0,8.52,8.49,5.32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.81,62.7,58.0,7.68,7.77,4.84,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.41,63.0,56.0,4.78,4.71,2.99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.55,61.6,56.0,5.31,5.29,3.27,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3,61.7,56.0,4.32,4.34,2.67,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.3,61.8,59.0,4.29,4.26,2.64,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.36,63.1,55.0,4.59,4.54,2.88,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.09,61.3,55.0,6.66,6.62,4.07,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.3,61.5,58.0,4.3,4.32,2.65,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.2,61.2,58.0,6.84,6.88,4.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.72,60.5,56.0,5.82,5.85,3.53,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.92,61.1,57.0,6.31,6.22,3.83,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.28,60.3,62.0,4.22,4.24,2.55,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.22,62.2,55.0,6.91,6.85,4.28,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.37,62.4,58.0,7.0,7.1,4.4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.6,60.5,57.0,7.6,7.63,4.61,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.43,61.3,56.0,4.9,4.86,2.99,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.41,62.4,54.0,4.74,4.78,2.97,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.39,62.0,55.0,4.71,4.66,2.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.91,62.6,56.0,6.21,6.16,3.87,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.71,61.4,56.0,5.73,5.76,3.53,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2.08,60.8,61.0,8.24,8.21,5.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.4,63.2,56.0,4.7,4.73,2.98,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.52,60.9,61.0,7.46,7.28,4.49,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.39,61.7,57.0,4.68,4.71,2.89,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.7,65.5,57.0,5.55,5.41,3.59,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.91,63.5,58.0,6.15,6.04,3.87,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.21,63.8,55.0,6.74,6.65,4.28,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.32,62.2,57.0,4.43,4.38,2.74,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.01,62.9,56.0,6.39,6.43,4.03,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.31,61.5,56.0,4.38,4.34,2.68,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.93,60.5,60.0,8.06,7.98,4.85,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.91,62.0,60.0,6.12,6.2,3.82,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.42,61.3,56.0,4.85,4.81,2.96,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.21,61.0,58.0,6.88,6.82,4.18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.05,62.3,60.0,8.15,8.09,5.06,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.91,63.3,57.0,6.08,6.12,3.86,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.03,61.1,60.0,6.46,6.51,3.96,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1.02,62.0,59.0,6.39,6.41,3.97,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.02,62.5,59.0,8.05,8.01,5.02,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.01,59.9,62.0,8.15,8.04,4.85,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.52,62.0,55.0,5.16,5.2,3.21,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.5,63.8,56.0,5.06,5.03,3.22,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.52,61.5,57.0,7.39,7.31,4.52,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.31,61.9,55.0,4.36,4.39,2.71,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,62.6,57.0,6.37,6.4,4.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.24,64.1,59.0,3.88,3.92,2.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.31,62.2,53.0,4.36,4.39,2.72,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.5,60.7,59.0,5.11,5.04,3.08,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
