carat,cut,color,clarity,depth,table,x,y,z,price,cut_encoded,color_encoded,clarity_encoded
0.54,Ideal,I,VS2,61.1,55.0,5.27,5.31,3.23,7.138,4,1,3
1.51,Very Good,G,SI1,60.3,57.0,7.44,7.48,4.5,9.379,3,3,2
0.25,Ideal,G,SI1,62.3,53.0,4.06,4.09,2.54,5.894,4,3,2
0.73,Premium,G,VS1,63.0,57.0,5.75,5.67,3.6,7.895,1,3,4
1.0,Fair,F,SI2,65.7,61.0,6.13,6.11,4.02,8.144,0,4,0
1.0,Good,E,SI2,57.7,65.0,6.59,6.55,3.79,8.233,2,6,0
0.9,Premium,H,VS2,61.8,58.0,6.12,6.17,3.8,8.332,1,2,3
0.32,Ideal,D,VS2,61.7,57.0,4.39,4.36,2.7,6.879,4,5,3
0.9,Premium,J,VS1,62.3,56.0,6.23,6.19,3.87,8.063,1,0,4
0.7,Premium,G,SI1,60.3,58.0,5.73,5.77,3.47,7.682,1,3,2
0.84,Fair,I,VS2,65.1,57.0,5.91,5.85,3.83,7.766,0,1,3
0.75,Ideal,G,VVS2,61.3,55.0,5.85,5.89,3.59,8.168,4,3,5
0.7,Very Good,H,SI2,61.5,63.0,5.63,5.59,3.45,7.6,3,2,0
0.4,Ideal,F,IF,62.3,57.0,4.69,4.71,2.93,7.164,4,4,7
0.32,Very Good,G,IF,62.9,55.0,4.37,4.41,2.76,6.861,3,3,7
1.25,Very Good,G,VS1,62.7,56.0,6.81,6.93,4.31,9.057,3,3,4
0.33,Very Good,J,VS1,61.5,61.0,4.39,4.46,2.72,6.073,3,0,4
0.33,Very Good,J,IF,60.9,54.0,4.47,4.53,2.74,6.271,3,0,7
1.24,Premium,G,VS1,62.0,59.0,6.92,6.88,4.28,8.962,1,3,4
1.87,Ideal,J,SI1,62.3,57.0,7.88,7.82,4.89,9.224,4,0,2
0.53,Ideal,F,VVS2,62.2,56.0,5.18,5.2,3.23,7.677,4,4,5
1.02,Ideal,F,SI2,62.6,56.0,6.38,6.44,4.01,8.487,4,4,0
0.73,Premium,E,VS1,62.6,60.0,5.75,5.68,3.58,7.947,1,6,4
0.55,Premium,D,SI1,61.6,56.0,5.28,5.24,3.24,7.437,1,5,2
0.3,Ideal,H,VVS1,62.0,55.0,4.34,4.3,2.68,6.778,4,2,6
1.01,Ideal,E,VS2,62.5,54.0,6.39,6.42,4.0,8.936,4,6,3
0.7,Very Good,E,SI1,63.3,58.0,5.63,5.57,3.55,7.563,3,6,2
0.32,Premium,E,SI1,60.2,60.0,4.39,4.44,2.66,6.33,1,6,2
0.83,Ideal,G,SI2,62.4,54.0,6.01,6.08,3.77,7.92,4,3,0
0.5,Very Good,E,VS2,63.4,58.0,5.06,5.04,3.2,7.396,3,6,3
0.53,Ideal,F,VS2,61.5,55.0,5.27,5.2,3.22,7.469,4,4,3
0.31,Premium,D,SI2,60.1,58.0,4.4,4.38,2.64,6.385,1,5,0
0.3,Premium,G,VVS2,62.6,58.0,4.29,4.27,2.68,6.778,1,3,5
0.31,Ideal,H,IF,60.0,57.0,4.39,4.41,2.64,6.704,4,2,7
1.35,Fair,H,VS2,64.5,58.0,6.98,6.93,4.48,8.635,0,2,3
1.01,Ideal,F,VS1,63.2,56.0,6.35,6.41,4.03,8.883,4,4,4
2.1,Very Good,I,VS2,59.4,60.0,8.39,8.47,5.01,9.789,3,1,3
1.01,Premium,H,SI2,60.6,61.0,6.45,6.38,3.89,8.284,1,2,0
0.51,Premium,G,SI2,58.6,59.0,5.3,5.25,3.09,6.933,1,3,0
0.61,Ideal,D,SI1,61.6,55.0,5.49,5.51,3.39,7.552,4,5,2
0.7,Good,F,SI2,59.0,57.0,5.8,5.83,3.43,7.65,2,4,0
0.41,Ideal,D,SI1,60.8,57.0,4.8,4.84,2.93,6.673,4,5,2
1.79,Premium,I,VS1,62.6,59.0,7.65,7.72,4.81,9.472,1,1,4
2.23,Premium,J,SI1,62.4,59.0,8.36,8.33,5.21,9.565,1,0,2
0.42,Ideal,F,SI1,61.9,54.0,4.87,4.83,3.0,6.731,4,4,2
0.3,Very Good,G,VS1,62.8,58.0,4.26,4.28,2.68,6.405,3,3,4
0.58,Premium,G,VS1,61.5,58.0,5.41,5.35,3.31,7.593,1,3,4
0.34,Ideal,D,VS2,61.3,57.0,4.47,4.5,2.75,6.691,4,5,3
1.23,Very Good,H,VS2,60.6,59.0,6.89,6.94,4.19,8.773,3,2,3
0.34,Ideal,F,VS2,62.1,55.0,4.51,4.47,2.79,6.78,4,4,3
1.35,Ideal,J,VS1,62.3,54.0,7.17,7.06,4.43,8.707,4,0,4
0.73,Very Good,G,VS1,60.7,55.0,5.87,5.89,3.57,8.01,3,3,4
0.27,Very Good,G,VS1,61.9,56.0,4.14,4.17,2.57,6.084,3,3,4
1.02,Very Good,H,SI1,64.4,59.0,6.24,6.36,4.06,8.527,3,2,2
0.53,Premium,G,SI1,62.1,62.0,5.15,5.13,3.19,7.095,1,3,2
1.51,Premium,G,SI1,62.5,60.0,7.28,7.32,4.56,9.234,1,3,2
0.9,Very Good,G,SI2,60.1,60.0,6.22,6.32,3.77,8.044,3,3,0
0.54,Ideal,E,SI2,62.1,56.0,5.22,5.18,3.23,7.131,4,6,0
0.32,Very Good,I,VS2,61.1,57.0,4.39,4.42,2.69,6.107,3,1,3
0.52,Ideal,E,SI2,61.8,57.0,5.14,5.18,3.19,7.044,4,6,0
0.34,Very Good,G,SI1,61.2,54.0,4.53,4.56,2.78,6.284,3,3,2
0.56,Ideal,F,VVS2,61.9,56.0,5.28,5.32,3.28,7.74,4,4,5
0.35,Very Good,E,SI1,62.7,57.0,4.47,4.52,2.82,6.42,3,6,2
0.33,Ideal,F,VVS1,61.8,57.0,4.46,4.44,2.75,6.929,4,4,6
0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,6.347,3,5,2
0.54,Ideal,F,SI1,61.8,56.0,5.22,5.23,3.23,7.42,4,4,2
0.9,Premium,H,VS2,61.8,56.0,6.25,6.18,3.84,8.314,1,2,3
0.41,Premium,J,VVS1,62.2,59.0,4.71,4.75,2.94,6.653,1,0,6
2.03,Premium,H,VS2,62.6,59.0,8.1,8.06,5.06,9.806,1,2,3
0.7,Ideal,E,VS2,62.1,54.0,5.69,5.72,3.54,7.951,4,6,3
0.28,Ideal,G,VVS2,61.4,56.0,4.19,4.22,2.58,6.315,4,3,5
0.53,Ideal,G,SI2,62.3,53.0,5.21,5.25,3.26,7.015,4,3,0
1.5,Very Good,F,VS2,59.1,59.0,7.45,7.48,4.41,9.683,3,4,3
0.33,Ideal,G,VS1,62.1,54.0,4.47,4.45,2.77,6.75,4,3,4
0.34,Premium,G,VVS2,61.2,59.0,4.5,4.46,2.74,6.903,1,3,5
0.76,Good,G,IF,64.6,61.0,5.72,5.8,3.72,8.103,2,3,7
0.33,Very Good,E,SI2,60.0,59.0,4.47,4.49,2.69,6.138,3,6,0
0.7,Premium,G,VS2,60.8,58.0,5.75,5.8,3.51,7.748,1,3,3
0.35,Premium,F,VS2,61.5,59.0,4.53,4.55,2.79,6.56,1,4,3
2.25,Fair,H,I1,67.7,58.0,8.01,7.97,5.41,8.803,0,2,1
0.9,Good,E,SI2,62.0,63.0,6.09,6.14,3.79,8.077,2,6,0
0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,6.91,4,5,3
0.7,Premium,G,VS2,59.4,59.0,5.79,5.76,3.43,7.885,1,3,3
0.4,Very Good,E,VS2,63.8,55.0,4.66,4.71,2.99,6.673,3,6,3
0.63,Very Good,D,IF,59.6,59.0,5.55,5.59,3.32,8.476,3,5,7
0.7,Premium,E,SI2,59.8,61.0,5.76,5.74,3.44,7.666,1,6,0
0.41,Very Good,G,VS2,59.9,59.0,4.82,4.86,2.9,6.718,3,3,3
0.41,Ideal,D,SI1,61.0,57.0,4.78,4.8,2.92,6.673,4,5,2
1.51,Very Good,J,I1,63.3,57.0,7.31,7.23,4.6,8.434,3,0,1
1.01,Premium,H,SI1,60.0,62.0,6.51,6.45,3.89,8.484,1,2,2
1.01,Good,F,SI2,61.5,62.0,6.41,6.46,3.96,8.367,2,4,0
0.31,Good,H,VVS1,63.1,57.0,4.25,4.31,2.7,6.561,2,2,6
0.53,Premium,G,SI1,61.0,59.0,5.25,5.21,3.19,7.149,1,3,2
0.31,Ideal,E,VVS2,61.3,55.0,4.35,4.39,2.68,6.673,4,6,5
0.91,Very Good,H,SI2,63.3,58.0,6.11,6.06,3.85,8.231,3,2,0
0.9,Premium,I,VS2,59.1,59.0,6.28,6.24,3.7,8.127,1,1,3
0.75,Ideal,J,VS2,62.3,57.0,5.84,5.81,3.63,7.613,4,0,3
0.41,Good,E,SI1,63.3,57.0,4.73,4.75,3.0,6.627,2,6,2
0.41,Very Good,G,VS1,60.0,61.0,4.77,4.86,2.89,6.801,3,3,4
0.38,Ideal,E,SI1,62.3,53.0,4.65,4.69,2.91,6.492,4,6,2
2.3,Ideal,I,SI2,61.8,57.0,8.45,8.48,5.23,9.692,4,1,0
0.74,Very Good,J,VS2,62.3,55.0,5.79,5.83,3.62,7.59,3,0,3
0.72,Ideal,E,SI1,62.3,57.0,5.76,5.7,3.57,7.958,4,6,2
1.51,Premium,E,VS2,62.2,59.0,7.36,7.31,4.56,9.568,1,6,3
0.53,Premium,H,IF,62.5,59.0,5.15,5.18,3.23,7.579,1,2,7
2.16,Ideal,I,VS1,62.7,56.0,8.28,8.2,5.17,9.817,4,1,4
0.34,Ideal,F,VVS1,61.4,55.0,4.53,4.56,2.79,6.809,4,4,6
0.7,Good,H,SI1,64.2,60.0,5.52,5.6,3.57,7.625,2,2,2
1.11,Ideal,F,VVS1,61.9,57.0,6.62,6.66,4.11,9.251,4,4,6
0.33,Ideal,I,VS2,61.5,57.0,4.49,4.42,2.74,6.387,4,1,3
0.35,Ideal,G,IF,62.6,57.0,4.51,4.53,2.82,6.887,4,3,7
0.75,Good,F,I1,64.0,59.0,5.78,5.62,3.66,6.921,2,4,1
0.62,Ideal,F,VS1,62.3,56.0,5.43,5.46,3.39,7.637,4,4,4
0.37,Premium,E,VS2,59.5,59.0,4.71,4.64,2.78,6.948,1,6,3
0.36,Premium,D,SI2,60.9,58.0,4.63,4.6,2.81,6.535,1,5,0
0.9,Very Good,F,SI1,63.4,58.0,6.09,6.12,3.87,8.281,3,4,2
0.4,Ideal,E,VS2,62.1,54.0,4.72,4.75,2.94,6.75,4,6,3
1.05,Very Good,G,SI1,61.6,57.0,6.51,6.54,4.02,8.556,3,3,2
0.31,Ideal,F,VS2,62.4,56.0,4.34,4.31,2.7,6.687,4,4,3
1.03,Premium,H,VS2,62.6,56.0,6.43,6.38,4.01,8.587,1,2,3
0.3,Ideal,F,VS1,61.8,53.0,4.32,4.36,2.68,6.431,4,4,4
0.75,Premium,D,SI2,61.3,59.0,5.88,5.83,3.59,7.527,1,5,0
0.53,Ideal,G,VVS1,61.2,55.0,5.19,5.23,3.19,7.603,4,3,6
0.3,Premium,G,VS1,62.2,59.0,4.28,4.31,2.67,6.405,1,3,4
0.3,Ideal,G,VS2,61.6,57.0,4.3,4.33,2.66,6.301,4,3,3
0.32,Premium,E,VS1,61.3,58.0,4.36,4.39,2.68,6.518,1,6,4
0.39,Ideal,F,SI1,62.5,55.0,4.68,4.63,2.91,6.825,4,4,2
1.73,Ideal,J,SI1,62.6,57.0,7.69,7.65,4.8,8.843,4,0,2
1.5,Very Good,G,VVS1,63.3,58.0,7.19,7.27,4.58,9.605,3,3,6
1.01,Ideal,G,SI1,61.8,57.0,6.41,6.46,3.98,8.431,4,3,2
0.39,Ideal,F,VS2,60.0,57.0,4.76,4.7,2.84,6.959,4,4,3
0.24,Ideal,D,VS1,62.6,57.0,3.92,4.0,2.48,6.532,4,5,4
1.73,Premium,I,SI1,61.2,60.0,7.67,7.65,4.69,9.302,1,1,2
0.31,Ideal,F,VS2,61.5,56.0,4.37,4.34,2.68,6.687,4,4,3
1.14,Very Good,G,VS2,61.3,57.0,6.69,6.78,4.13,8.78,3,3,3
1.3,Very Good,I,VS2,62.7,57.0,6.88,6.9,4.32,8.747,3,1,3
1.17,Ideal,F,SI1,61.1,56.0,6.77,6.82,4.15,8.829,4,4,2
0.7,Very Good,F,SI2,59.9,59.0,5.75,5.81,3.46,7.57,3,4,0
0.3,Premium,G,VVS1,59.8,62.0,4.36,4.33,2.6,6.851,1,3,6
0.41,Very Good,E,VS2,59.7,58.0,4.79,4.82,2.87,6.764,3,6,3
1.24,Ideal,F,VS2,61.7,53.0,6.93,6.9,4.27,9.103,4,4,3
0.7,Good,I,VVS2,59.7,59.0,5.73,5.77,3.43,7.756,2,1,5
0.71,Fair,H,SI1,65.1,56.0,5.63,5.55,3.64,7.655,0,2,2
1.23,Ideal,H,SI2,60.6,56.0,6.94,6.92,4.2,8.732,4,2,0
0.62,Ideal,F,VVS2,61.4,56.0,5.46,5.5,3.37,8.101,4,4,5
1.18,Premium,H,SI1,61.8,58.0,6.79,6.74,4.18,8.666,1,2,2
0.3,Ideal,H,VVS2,61.3,56.0,4.35,4.33,2.66,6.654,4,2,5
1.01,Ideal,G,VVS2,62.2,56.0,6.41,6.46,4.0,8.991,4,3,5
1.03,Very Good,E,VS2,61.3,61.0,6.46,6.53,3.98,8.666,3,6,3
0.71,Very Good,J,VVS2,61.1,58.0,5.7,5.75,3.5,7.708,3,0,5
1.75,Ideal,G,VS2,61.5,57.0,7.76,7.72,4.76,9.761,4,3,3
0.31,Ideal,E,VS1,61.7,56.0,4.37,4.41,2.71,6.599,4,6,4
0.54,Ideal,F,VVS2,61.2,55.0,5.27,5.25,3.22,7.755,4,4,5
2.07,Ideal,F,SI2,60.5,57.0,8.28,8.21,4.99,9.501,4,4,0
0.53,Ideal,D,SI1,61.2,57.0,5.19,5.24,3.19,7.37,4,5,2
0.6,Very Good,E,VS1,60.9,58.0,5.43,5.48,3.32,7.655,3,6,4
0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,7.506,4,3,4
0.27,Very Good,E,VVS1,62.3,56.0,4.16,4.19,2.6,6.525,3,6,6
0.31,Ideal,D,VS2,62.1,54.0,4.37,4.33,2.7,6.848,4,5,3
0.65,Good,I,VS1,61.1,61.7,5.55,5.59,3.4,7.464,2,1,4
1.01,Fair,E,SI1,64.8,58.0,6.34,6.29,4.09,8.407,0,6,2
1.26,Ideal,G,VS2,61.5,57.0,6.94,6.89,4.25,8.664,4,3,3
0.33,Ideal,G,VS1,62.3,57.0,4.42,4.38,2.74,6.75,4,3,4
1.2,Ideal,G,SI2,58.9,60.0,6.98,6.94,4.1,8.624,4,3,0
2.01,Premium,H,VS2,62.6,58.0,8.03,7.94,5.0,9.642,1,2,3
0.36,Ideal,E,VS2,60.2,56.0,4.65,4.62,2.79,6.985,4,6,3
0.35,Ideal,F,VS2,62.3,55.0,4.56,4.53,2.83,6.809,4,4,3
0.73,Ideal,F,VS2,62.5,55.0,5.8,5.76,3.61,7.938,4,4,3
0.31,Very Good,E,VS2,62.9,57.0,4.3,4.35,2.72,6.522,3,6,3
0.95,Very Good,J,VVS2,60.5,59.0,6.33,6.36,3.84,8.318,3,0,5
1.02,Premium,G,SI1,61.3,58.0,6.47,6.45,3.96,8.376,1,3,2
0.4,Ideal,I,VVS2,62.0,54.0,4.74,4.77,2.95,6.631,4,1,5
0.33,Premium,I,VVS2,62.1,56.0,4.45,4.41,2.75,6.611,1,1,5
1.01,Premium,H,VS2,62.9,60.0,6.33,6.22,3.95,8.425,1,2,3
1.02,Premium,G,VS2,62.7,58.0,6.44,6.36,4.01,8.614,1,3,3
0.43,Ideal,F,VS2,61.1,57.0,4.88,4.91,2.99,6.972,4,4,3
0.34,Ideal,E,VS1,62.0,56.0,4.48,4.52,2.79,6.691,4,6,4
0.83,Ideal,H,VVS1,61.7,57.0,6.02,6.07,3.73,8.18,4,2,6
0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,6.859,3,5,3
1.53,Premium,I,VS2,62.0,58.0,7.36,7.41,4.58,9.212,1,1,3
1.01,Good,F,VS2,63.1,59.0,6.31,6.37,4.0,8.669,2,4,3
0.78,Very Good,I,SI1,63.5,57.0,5.79,5.86,3.7,7.761,3,1,2
0.38,Ideal,F,VVS2,62.0,55.0,4.66,4.7,2.9,6.87,4,4,5
0.7,Very Good,G,SI1,62.2,58.0,5.63,5.66,3.51,7.647,3,3,2
0.25,Premium,E,VVS2,62.0,59.0,4.08,4.05,2.52,6.607,1,6,5
0.31,Premium,E,VVS2,60.4,59.0,4.37,4.34,2.63,6.953,1,6,5
1.51,Premium,F,SI1,63.0,61.0,7.3,7.27,4.59,9.364,1,4,2
0.7,Very Good,D,VS2,59.6,61.0,5.77,5.8,3.45,7.949,3,5,3
1.34,Ideal,H,VS2,60.2,56.0,7.23,7.18,4.34,8.913,4,2,3
0.9,Premium,F,SI2,58.5,60.0,6.3,6.25,3.67,7.894,1,4,0
0.3,Very Good,F,VVS1,62.2,56.0,4.28,4.3,2.67,6.724,3,4,6
1.02,Ideal,E,VS2,61.0,56.0,6.53,6.51,3.98,9.015,4,6,3
1.6,Good,E,SI1,63.6,58.0,7.38,7.44,4.71,9.431,2,6,2
1.21,Ideal,G,VS1,62.6,56.0,6.77,6.81,4.25,9.061,4,3,4
0.7,Good,D,VS2,63.2,60.0,5.56,5.61,3.53,8.035,2,5,3
0.38,Ideal,F,VS1,61.5,55.0,4.68,4.69,2.88,6.896,4,4,4
1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,9.144,4,1,2
0.29,Ideal,G,VS1,62.2,54.0,4.23,4.26,2.64,6.229,4,3,4
1.06,Ideal,I,VVS2,62.2,55.0,6.51,6.55,4.06,8.711,4,1,5
0.81,Very Good,I,VS1,63.2,59.0,5.9,5.84,3.71,7.884,3,1,4
0.41,Ideal,J,VS2,62.3,54.0,4.77,4.8,2.98,6.418,4,0,3
0.73,Very Good,G,SI1,61.5,59.0,5.76,5.81,3.56,7.784,3,3,2
0.9,Very Good,G,SI1,63.8,57.0,6.04,6.13,3.88,8.23,3,3,2
0.91,Very Good,I,VS2,62.5,58.0,6.13,6.19,3.85,8.183,3,1,3
0.71,Fair,H,SI1,65.1,55.0,5.69,5.65,3.69,7.625,0,2,2
0.9,Premium,G,SI1,62.6,57.0,6.16,6.11,3.84,8.402,1,3,2
1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15,8.458,4,3,0
0.7,Good,F,VVS2,63.1,57.0,5.59,5.66,3.55,7.986,2,4,5
0.4,Very Good,D,VS1,64.0,57.0,4.66,4.69,2.99,6.903,3,5,4
0.54,Premium,D,SI1,60.2,62.0,5.31,5.25,3.18,7.45,1,5,2
0.7,Good,D,SI2,63.3,56.0,5.6,5.65,3.56,7.725,2,5,0
1.5,Good,E,SI2,63.9,58.0,7.26,7.21,4.62,9.113,2,6,0
0.9,Very Good,I,SI1,61.0,58.0,6.19,6.23,3.79,8.134,3,1,2
1.09,Ideal,E,SI2,61.6,55.0,6.64,6.6,4.08,8.542,4,6,0
1.01,Premium,E,SI2,61.8,61.0,6.35,6.29,3.9,8.243,1,6,0
0.55,Ideal,G,VS1,60.9,56.0,5.29,5.35,3.24,7.372,4,3,4
0.33,Premium,J,VS2,59.6,61.0,4.53,4.49,2.69,6.109,1,0,3
0.82,Very Good,F,VS2,58.7,58.0,6.1,6.2,3.61,8.195,3,4,3
0.91,Very Good,H,VS1,61.7,56.0,6.22,6.25,3.85,8.31,3,2,4
0.62,Very Good,D,VS2,59.0,59.0,5.59,5.66,3.32,7.612,3,5,3
0.38,Very Good,F,VS1,60.2,58.0,4.71,4.73,2.84,6.77,3,4,4
1.54,Ideal,J,VS1,62.2,59.0,7.34,7.38,4.58,9.088,4,0,4
1.01,Very Good,G,VS2,62.8,58.0,6.35,6.42,4.01,8.541,3,3,3
0.7,Ideal,H,VS1,61.6,55.0,5.73,5.76,3.54,7.836,4,2,4
0.31,Ideal,H,VVS1,61.3,56.0,4.36,4.39,2.68,6.509,4,2,6
0.5,Premium,F,I1,60.5,60.0,5.15,5.07,3.1,6.646,1,4,1
0.53,Very Good,E,VS1,62.6,59.0,5.19,5.25,3.27,7.554,3,6,4
0.32,Ideal,F,VS2,61.6,55.0,4.4,4.43,2.72,6.469,4,4,3
1.07,Ideal,H,SI1,62.0,57.0,6.56,6.51,4.05,8.501,4,2,2
0.64,Ideal,F,VS2,62.3,56.0,5.51,5.53,3.44,7.791,4,4,3
0.35,Premium,E,SI2,61.0,58.0,4.52,4.56,2.77,6.196,1,6,0
0.3,Very Good,D,SI1,62.6,56.0,4.24,4.29,2.67,6.314,3,5,2
0.54,Ideal,G,VVS2,61.8,55.0,5.22,5.3,3.24,7.512,4,3,5
1.02,Very Good,D,SI2,60.3,58.0,6.48,6.52,3.92,8.441,3,5,0
1.0,Premium,I,SI1,58.5,59.0,6.56,6.54,3.83,8.245,1,1,2
1.52,Premium,G,VS2,62.8,60.0,7.26,7.22,4.55,9.53,1,3,3
0.25,Ideal,F,VS1,61.1,58.0,4.04,4.08,2.48,6.389,4,4,4
0.41,Ideal,G,VVS1,60.8,56.0,4.82,4.85,2.94,6.974,4,3,6
0.77,Very Good,J,SI1,61.0,59.0,5.94,5.99,3.64,7.643,3,0,2
0.51,Premium,F,VS2,62.1,58.0,5.12,5.09,3.17,7.431,1,4,3
0.7,Very Good,F,VS1,60.1,58.0,5.73,5.79,3.46,7.993,3,4,4
0.71,Premium,H,SI1,62.4,62.0,5.67,5.64,3.53,7.699,1,2,2
0.51,Ideal,F,VS2,62.9,57.0,5.11,5.09,3.21,7.431,4,4,3
0.32,Ideal,F,VS2,62.4,56.0,4.37,4.35,2.72,6.719,4,4,3
1.01,Premium,G,VVS2,61.5,61.0,6.44,6.38,3.94,8.693,1,3,5
0.7,Premium,E,SI1,61.0,57.0,5.73,5.68,3.48,7.929,1,6,2
0.41,Premium,D,VS1,60.6,59.0,4.84,4.8,2.92,6.987,1,5,4
0.38,Ideal,E,VVS2,62.1,54.5,4.62,4.66,2.88,6.978,4,6,5
1.03,Ideal,H,SI1,62.4,56.0,6.45,6.5,4.04,8.476,4,2,2
2.1,Fair,G,SI2,61.4,66.0,8.26,8.19,5.05,9.388,0,3,0
0.51,Very Good,E,SI1,59.4,57.0,5.2,5.24,3.1,7.158,3,6,2
1.27,Very Good,I,VS1,60.6,59.0,7.04,6.96,4.24,8.858,3,1,4
0.33,Ideal,I,IF,62.0,54.0,4.46,4.48,2.77,6.515,4,1,7
0.37,Ideal,E,SI1,61.4,56.0,4.65,4.6,2.84,6.655,4,6,2
1.24,Premium,G,VS1,62.0,55.0,6.95,6.89,4.29,9.042,1,3,4
1.61,Premium,I,VS1,62.2,58.0,7.46,7.55,4.67,9.206,1,1,4
1.04,Good,F,SI1,63.6,59.0,6.4,6.36,4.06,8.678,2,4,2
0.7,Premium,G,SI2,58.0,60.0,5.91,5.88,3.42,7.727,1,3,0
0.36,Ideal,F,VS1,61.3,55.0,4.59,4.61,2.82,6.688,4,4,4
0.31,Premium,E,VVS2,61.4,58.0,4.33,4.36,2.67,6.704,1,6,5
0.32,Premium,I,VS1,61.0,60.0,4.47,4.42,2.71,6.474,1,1,4
0.71,Ideal,E,VS1,61.1,57.0,5.74,5.78,3.52,8.307,4,6,4
1.03,Very Good,G,VS2,62.9,56.0,6.43,6.45,4.05,8.726,3,3,3
0.91,Ideal,G,SI1,61.9,56.0,6.22,6.18,3.84,8.462,4,3,2
2.08,Good,I,SI2,57.0,63.0,8.49,8.45,4.83,9.334,2,1,0
0.4,Ideal,I,IF,62.4,56.0,4.73,4.7,2.94,6.957,4,1,7
1.23,Premium,H,SI2,62.0,59.0,6.92,6.88,4.28,8.651,1,2,0
0.5,Fair,H,SI1,62.3,60.0,5.09,5.06,3.16,6.983,0,2,2
0.4,Ideal,F,SI2,61.6,55.0,4.73,4.75,2.92,6.428,4,4,0
0.36,Ideal,F,SI1,62.7,57.0,4.53,4.56,2.85,6.254,4,4,2
1.2,Very Good,F,VS1,62.6,59.0,6.64,6.71,4.18,9.103,3,4,4
0.71,Very Good,F,SI1,61.8,58.0,5.72,5.81,3.56,7.798,3,4,2
0.54,Premium,H,SI1,61.0,58.0,5.23,5.27,3.2,7.051,1,2,2
0.71,Ideal,E,VVS2,62.0,53.9,5.73,5.77,3.57,8.304,4,6,5
0.71,Very Good,J,SI1,59.2,58.0,5.86,5.9,3.48,7.566,3,0,2
0.57,Premium,D,VS2,61.9,58.0,5.32,5.35,3.3,7.573,1,5,3
0.75,Ideal,D,VS2,61.7,55.0,5.82,5.85,3.6,8.196,4,5,3
0.9,Premium,H,VS2,61.3,59.0,6.19,6.24,3.81,8.332,1,2,3
0.3,Good,H,VS2,63.5,59.0,4.2,4.27,2.69,6.159,2,2,3
0.56,Ideal,I,SI1,61.3,56.0,5.28,5.31,3.25,7.203,4,1,2
0.71,Good,E,SI1,59.2,61.0,5.8,5.85,3.45,7.883,2,6,2
0.39,Ideal,F,VVS2,61.9,54.8,4.68,4.69,2.9,6.943,4,4,5
0.51,Ideal,F,VVS1,61.7,57.0,5.12,5.15,3.17,7.679,4,4,6
1.01,Premium,H,VS1,60.9,62.0,6.52,6.49,3.96,8.517,1,2,4
1.39,Ideal,I,VVS2,61.6,53.0,7.21,7.22,4.44,9.021,4,1,5
0.42,Premium,G,SI1,61.6,61.0,4.82,4.79,2.96,6.782,1,3,2
0.92,Ideal,D,SI1,62.2,56.0,6.23,6.27,3.89,8.425,4,5,2
0.91,Fair,D,SI1,65.2,57.0,6.08,6.04,3.95,8.224,0,5,2
0.44,Premium,J,VS1,61.9,57.0,4.9,4.83,3.01,6.792,1,0,4
0.41,Premium,E,SI2,61.3,59.0,4.85,4.8,2.96,6.775,1,6,0
0.8,Very Good,F,VS1,63.8,55.0,5.84,5.89,3.74,8.19,3,4,4
0.53,Ideal,F,VS2,61.7,57.0,5.23,5.21,3.22,7.513,4,4,3
0.91,Good,I,SI2,57.9,60.0,6.46,6.39,3.72,8.026,2,1,0
0.5,Ideal,E,SI2,62.8,55.0,5.08,5.05,3.18,7.074,4,6,0
0.31,Ideal,E,VS1,61.6,57.0,4.32,4.35,2.67,6.599,4,6,4
0.57,Ideal,F,VS2,62.1,55.0,5.31,5.35,3.31,7.401,4,4,3
1.5,Premium,E,SI2,61.5,60.0,7.29,7.22,4.46,8.879,1,6,0
1.17,Fair,I,SI2,59.2,68.0,6.91,6.84,4.07,8.251,0,1,0
0.73,Premium,F,SI2,61.6,58.0,5.79,5.73,3.55,7.745,1,4,0
0.72,Ideal,I,VVS2,62.4,53.0,5.75,5.78,3.6,7.758,4,1,5
0.4,Ideal,I,VVS1,63.0,55.0,4.7,4.73,2.97,6.672,4,1,6
0.56,Ideal,G,SI2,61.0,57.0,5.34,5.32,3.25,7.027,4,3,0
1.18,Ideal,D,SI1,61.9,55.0,6.76,6.8,4.2,8.866,4,5,2
1.5,Premium,I,IF,62.9,58.0,7.31,7.21,4.57,9.243,1,1,7
0.56,Ideal,G,IF,61.8,56.0,5.28,5.34,3.28,7.801,4,3,7
0.5,Ideal,E,VS1,62.3,55.0,5.12,5.09,3.18,7.452,4,6,4
0.51,Premium,G,VS2,61.2,60.0,5.12,5.17,3.15,7.271,1,3,3
0.76,Premium,H,SI1,60.0,60.0,5.8,5.76,3.76,7.794,1,2,2
0.7,Very Good,J,SI2,61.7,59.0,5.64,5.67,3.49,7.489,3,0,0
0.5,Premium,F,VVS2,61.9,58.0,5.1,5.07,3.15,7.678,1,4,5
1.03,Ideal,I,VS1,61.3,53.0,6.54,6.57,4.01,8.553,4,1,4
0.25,Ideal,F,VVS1,61.3,58.0,4.04,4.08,2.49,6.706,4,4,6
