carat,depth,table,x,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
0.9,60.8,57.0,6.22,8.235,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.82,62.1,56.0,6.02,8.164,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.53,62.1,57.0,5.16,7.502,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.2,64.8,60.0,6.55,8.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.0,62.9,55.0,6.29,9.054,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.71,61.1,54.0,5.84,8.513,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.79,61.2,55.0,5.95,7.827,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.21,61.6,57.0,8.38,9.802,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.05,63.6,59.0,6.4,8.291,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.3,61.8,58.0,4.26,6.196,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3,61.4,60.0,4.28,6.921,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.36,60.9,60.0,4.61,6.697,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.51,62.3,57.0,7.33,9.43,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.31,61.7,54.0,4.36,6.671,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.73,64.1,58.8,5.63,7.891,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.38,60.3,56.0,4.72,7.532,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.41,59.9,57.0,4.87,6.931,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.32,63.8,56.0,4.36,5.999,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.05,59.7,60.0,6.63,8.642,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.23,61.8,56.0,3.92,6.284,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.46,62.8,57.0,7.13,8.907,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.91,61.8,66.0,6.11,8.423,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.63,62.5,58.0,7.48,9.392,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7,62.8,57.0,5.63,7.814,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.22,62.4,59.0,6.91,8.945,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.66,62.8,57.0,5.58,7.55,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.72,62.0,56.0,5.77,7.987,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2.03,63.0,60.0,8.0,9.841,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.34,61.2,56.0,4.51,6.554,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,57.0,64.0,9.38,9.293,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1.04,61.0,58.0,6.54,8.517,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.0,67.3,57.0,6.15,8.536,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.2,61.6,61.0,6.81,9.127,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.31,60.3,58.0,7.13,9.137,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.01,62.1,60.0,7.94,9.82,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.13,61.5,56.0,6.69,8.712,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.41,60.9,58.0,4.83,6.967,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.21,59.3,60.0,6.93,8.832,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.85,62.2,56.0,6.01,8.217,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.15,61.5,57.0,6.72,9.409,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4,62.5,57.0,7.07,8.853,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.55,62.6,60.0,7.36,8.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.7,61.9,57.0,5.65,7.588,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.16,62.2,55.0,6.79,8.622,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,64.2,60.0,5.64,7.789,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,60.7,55.0,5.76,7.917,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.08,63.0,59.0,6.56,8.926,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.41,62.4,60.0,4.7,6.718,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.27,60.6,59.0,6.97,8.651,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.01,63.1,59.0,6.42,8.911,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.9,63.1,56.0,6.18,8.148,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.02,63.3,56.0,6.38,8.012,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.98,59.9,60.0,6.45,8.439,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.7,60.1,65.0,5.7,7.727,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.24,58.9,58.0,7.08,8.723,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.83,61.8,57.0,6.03,7.937,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.31,61.0,57.0,4.36,6.792,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.2,62.5,59.0,6.76,8.835,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3,60.2,62.0,4.31,6.586,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.79,62.5,60.0,7.76,9.267,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.71,61.2,56.0,5.76,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5,62.9,57.0,5.06,7.27,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.01,62.4,59.0,6.35,8.098,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.52,62.3,54.0,5.17,7.049,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.41,58.4,58.0,4.88,6.821,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.26,62.0,56.0,6.93,8.594,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.37,61.0,60.0,4.64,7.043,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.76,62.4,58.0,7.7,9.176,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.59,62.9,55.0,5.39,7.463,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.41,61.1,56.0,4.8,7.383,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.23,61.6,59.0,6.8,9.344,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.42,61.1,56.0,4.82,7.072,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.34,62.4,59.0,4.4,6.439,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.51,61.9,55.0,5.19,7.588,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.43,61.9,56.0,4.82,7.064,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.13,62.1,58.0,6.7,8.596,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.28,59.9,59.0,7.05,8.792,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2.0,63.3,59.0,7.95,9.323,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2.12,60.6,59.0,8.3,9.631,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.3,62.9,57.0,4.27,6.265,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.02,62.4,56.0,6.42,8.305,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.33,61.4,57.0,4.43,6.714,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.2,59.9,57.0,6.91,8.778,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.0,57.3,61.0,6.64,8.332,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.52,62.2,54.0,5.13,7.509,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.31,62.6,56.0,4.36,6.596,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,61.1,57.0,4.34,6.786,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.32,61.4,55.0,4.42,6.8,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.52,62.0,60.0,5.18,7.12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.12,61.1,60.0,8.18,9.834,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.54,61.1,59.0,5.26,7.521,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.7,61.0,59.0,5.64,8.128,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.87,62.0,55.0,6.1,8.638,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.4,61.4,58.0,4.75,6.957,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.07,61.1,57.0,6.66,8.371,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.83,61.9,53.0,6.04,8.04,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.07,62.5,57.0,6.6,8.737,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,61.7,56.0,6.42,8.608,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.38,61.9,56.0,4.65,7.268,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.57,62.5,58.0,7.5,9.195,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.38,60.8,57.0,4.66,6.668,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,61.3,57.0,5.72,7.735,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.0,63.2,56.0,6.42,9.044,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.36,61.3,57.0,7.23,9.641,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.71,60.8,55.0,5.85,7.845,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.32,61.1,56.0,4.39,6.631,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.4,63.0,58.0,4.7,6.673,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.62,58.9,60.0,5.65,6.838,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.31,62.6,53.0,4.37,6.671,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.43,62.5,57.0,4.79,6.574,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.0,58.3,60.0,6.5,8.48,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.51,61.5,53.0,5.17,7.443,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.34,59.2,59.0,4.54,6.229,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,58.1,64.0,6.56,8.436,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.0,62.6,58.0,6.33,8.395,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.36,61.6,56.0,4.59,6.697,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.51,60.7,57.7,5.17,7.833,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.51,63.2,61.0,5.08,7.274,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.01,64.4,58.0,6.18,8.581,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.78,60.6,57.0,7.89,9.522,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.81,62.4,54.0,5.93,8.466,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.0,60.1,61.0,6.44,8.198,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.02,58.9,60.0,6.57,8.203,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.23,59.9,65.0,3.93,6.084,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.27,62.3,59.0,4.14,6.382,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.0,62.4,55.0,6.45,8.505,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.24,61.9,55.0,6.85,7.986,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1.02,63.1,59.0,6.33,8.39,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.32,61.8,55.0,4.41,6.898,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.04,61.1,56.0,6.58,8.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.5,61.4,59.0,5.11,7.469,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.02,62.6,57.0,6.4,9.03,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.32,63.5,55.0,4.31,6.378,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,67.6,57.0,6.2,8.61,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.5,60.7,61.0,7.27,9.03,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.31,63.0,54.0,4.35,6.596,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.91,62.8,59.0,6.17,8.424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.32,62.6,55.0,4.38,6.999,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.06,59.3,55.0,6.7,8.92,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.32,62.0,58.0,4.35,6.916,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.54,63.5,58.0,5.21,7.573,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.23,61.8,58.0,6.85,9.118,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.29,62.7,55.0,4.22,6.755,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.33,61.9,56.0,4.44,6.91,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.55,61.5,57.0,5.23,7.475,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.33,61.9,59.0,4.45,6.75,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.91,61.1,60.0,6.29,8.307,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9,63.7,57.0,6.1,8.838,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.52,61.5,56.0,5.19,7.102,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.34,61.8,55.0,4.48,6.319,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2.12,62.3,61.0,8.21,9.404,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.36,63.6,60.0,4.52,6.851,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.71,62.7,55.0,5.65,7.76,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.51,62.7,55.0,5.12,7.54,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.5,59.6,60.0,7.38,8.923,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.31,61.6,55.0,4.39,6.896,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.34,61.4,57.0,4.5,6.94,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.52,61.7,55.0,5.17,7.127,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.37,63.0,58.0,4.59,6.501,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.9,62.8,57.0,6.14,8.142,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.42,61.8,55.0,4.83,7.344,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.5,69.6,62.0,6.88,8.931,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7,61.9,55.0,5.72,7.901,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.06,58.8,60.0,6.76,8.946,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.57,61.8,55.0,5.34,7.693,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.72,61.4,56.0,5.79,8.047,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.71,62.6,57.0,5.7,8.071,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.37,63.0,57.0,7.11,8.671,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.59,60.1,57.0,5.45,7.223,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.32,61.2,56.0,4.42,6.26,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.52,61.8,57.0,5.16,7.508,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.62,59.9,58.0,5.56,7.36,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.32,60.8,54.0,4.47,6.762,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.9,64.1,56.0,6.07,8.213,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.52,61.3,56.0,5.18,7.542,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.32,62.0,55.0,4.43,6.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.31,61.6,55.0,4.37,6.673,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.53,63.0,54.0,5.18,7.149,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.81,58.2,61.0,8.09,9.515,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2.1,59.9,61.0,8.34,9.656,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.88,61.7,56.0,6.14,8.11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.38,60.0,57.0,4.75,6.882,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.44,61.1,62.0,4.98,6.926,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.2,62.2,58.0,6.79,8.59,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.43,62.1,55.0,4.83,7.096,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.3,66.5,58.0,6.79,7.852,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.3,61.0,57.0,4.31,6.76,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.31,62.3,57.0,4.3,6.773,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.42,62.3,58.0,4.81,6.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.51,62.6,57.0,5.1,7.203,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.42,63.2,57.0,4.75,6.482,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.32,62.4,56.0,4.39,6.762,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3,62.3,58.0,4.31,6.159,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.08,62.1,57.0,6.57,8.641,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.7,62.0,60.0,5.72,7.801,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.38,61.9,57.0,4.61,6.621,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5,59.1,61.0,5.16,7.194,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,60.0,59.0,5.8,7.391,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1.11,61.6,60.0,6.67,8.447,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.85,61.2,60.0,6.13,8.401,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.35,63.7,57.0,4.53,6.564,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.8,62.2,56.0,5.93,8.381,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.7,63.5,56.0,5.64,7.719,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.07,58.7,64.0,6.64,8.35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.43,61.6,54.0,4.88,6.743,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.66,61.6,54.0,5.62,7.179,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.55,61.3,56.0,5.28,7.385,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,64.7,56.0,4.28,6.426,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.31,61.9,58.0,4.35,6.704,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.58,60.4,57.0,7.55,9.543,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2.0,64.1,58.0,7.85,9.126,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.72,57.9,56.0,5.93,7.744,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,63.8,55.0,4.28,6.654,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.31,61.7,57.0,4.38,6.548,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.51,60.8,66.0,7.35,9.469,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.26,60.3,60.0,7.0,8.529,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,62.7,59.0,4.27,6.41,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.71,62.3,56.0,5.68,7.726,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.79,62.3,54.0,5.97,7.959,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.51,62.0,58.0,5.08,7.142,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9,64.0,55.0,6.05,8.385,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.29,58.1,59.0,4.39,6.492,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.73,61.8,54.0,5.8,8.292,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.5,62.0,59.0,5.1,7.255,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.25,62.0,58.0,6.96,8.908,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.77,61.8,56.0,5.9,8.231,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.35,60.4,58.0,4.58,6.969,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.06,61.3,57.0,6.54,9.115,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.51,61.0,57.0,5.22,7.361,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.32,60.3,58.0,4.45,6.762,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.8,62.1,55.0,5.96,7.818,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
