carat,cut,color,clarity,depth,table,x,y,z,cut_encoded,color_encoded,clarity_encoded
1.16,Premium,F,SI2,61.9,59.0,6.71,6.66,4.14,1,4,0
0.33,Ideal,H,VVS2,60.9,57.0,4.52,4.48,2.74,4,2,5
1.31,Very Good,J,SI2,61.8,59.0,6.96,7.02,4.32,3,0,0
0.52,Very Good,D,SI2,61.7,56.0,5.14,5.17,3.18,3,5,0
0.93,Ideal,H,VS1,61.8,55.0,6.28,6.26,3.88,4,2,4
0.32,Ideal,D,VS2,61.9,57.0,4.39,4.37,2.71,4,5,3
0.58,Ideal,D,VVS1,60.6,57.0,5.38,5.41,3.27,4,5,6
0.41,Ideal,F,VS1,62.1,56.0,4.76,4.74,2.95,4,4,4
0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,2,5,4
1.02,Ideal,G,SI1,59.2,57.0,6.52,6.56,3.87,4,3,2
0.59,Ideal,G,IF,62.0,54.0,5.38,5.43,3.35,4,3,7
2.03,Ideal,G,SI2,61.1,57.0,8.16,8.21,5.0,4,3,0
3.04,Premium,I,SI2,59.3,60.0,9.51,9.46,5.62,1,1,0
2.01,Ideal,G,SI1,59.2,57.0,8.23,8.19,4.86,4,3,2
0.9,Good,D,SI1,63.3,57.0,6.07,6.12,3.86,2,5,2
0.7,Premium,H,VS1,62.3,59.0,5.71,5.66,3.54,1,2,4
1.51,Very Good,E,SI2,61.9,57.0,7.35,7.41,4.57,3,6,0
1.02,Very Good,E,VS1,60.1,59.0,6.48,6.53,3.91,3,6,4
1.7,Ideal,I,SI2,60.7,59.0,7.69,7.64,4.65,4,1,0
1.2,Good,G,SI1,63.5,60.0,6.68,6.74,4.26,2,3,2
0.51,Ideal,E,VS2,61.5,58.0,5.12,5.15,3.16,4,6,3
0.73,Premium,I,VVS2,61.5,58.0,5.78,5.73,3.54,1,1,5
0.95,Good,I,SI2,63.8,57.0,6.13,6.23,3.94,2,1,0
0.72,Premium,F,VS1,62.4,58.0,5.83,5.7,3.6,1,4,4
0.33,Ideal,F,VVS2,61.4,56.0,4.49,4.44,2.74,4,4,5
1.0,Fair,I,SI1,64.8,59.0,6.23,6.14,4.01,0,1,2
1.33,Very Good,G,SI2,62.0,59.0,7.1,7.04,4.38,3,3,0
0.4,Ideal,D,SI1,63.0,57.0,4.7,4.66,2.95,4,5,2
0.32,Ideal,D,SI1,62.8,56.0,4.42,4.37,2.76,4,5,2
0.3,Good,D,SI1,63.3,59.0,4.22,4.25,2.68,2,5,2
0.34,Premium,I,SI1,60.2,59.0,4.52,4.55,2.73,1,1,2
1.28,Premium,H,SI1,59.9,59.0,7.08,7.05,4.23,1,2,2
1.65,Ideal,D,SI2,61.5,56.0,7.63,7.69,4.71,4,5,0
0.52,Very Good,G,VS1,62.2,63.0,5.22,5.13,3.22,3,3,4
2.01,Very Good,H,VS2,60.7,56.0,8.08,8.17,4.93,3,2,3
1.14,Premium,H,VS2,61.3,59.0,6.76,6.72,4.13,1,2,3
0.31,Ideal,G,SI1,62.2,55.0,4.36,4.35,2.71,4,3,2
0.7,Ideal,H,VS2,62.8,55.0,5.67,5.63,3.55,4,2,3
0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,3,3,6
0.39,Premium,D,VS2,61.3,58.0,4.7,4.73,2.89,1,5,3
0.41,Very Good,D,SI1,63.2,58.0,4.77,4.72,3.0,3,5,2
0.95,Very Good,D,SI2,60.1,61.0,6.35,6.37,3.82,3,5,0
1.24,Very Good,J,SI1,60.0,59.0,6.99,7.04,4.21,3,0,2
1.06,Premium,G,SI1,61.5,59.0,6.57,6.53,4.03,1,3,2
1.71,Ideal,I,SI2,61.1,55.0,7.78,7.73,4.74,4,1,0
0.56,Ideal,E,VS1,61.0,57.0,5.32,5.34,3.25,4,6,4
0.31,Ideal,E,IF,61.9,54.0,4.38,4.41,2.72,4,6,7
0.42,Very Good,G,VS2,62.6,57.0,4.76,4.8,2.99,3,3,3
0.78,Good,G,SI2,57.9,63.0,6.05,6.0,3.49,2,3,0
1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06,0,3,1
0.5,Ideal,I,VVS1,61.6,56.0,5.1,5.13,3.15,4,1,6
0.25,Very Good,D,VVS2,62.0,61.0,3.99,4.04,2.49,3,5,5
0.42,Premium,G,SI1,62.7,59.0,4.72,4.75,2.97,1,3,2
1.12,Premium,D,SI2,58.2,60.0,6.9,6.81,3.99,1,5,0
1.67,Premium,H,SI2,61.6,57.0,7.66,7.61,4.7,1,2,0
1.16,Very Good,G,VVS2,61.6,58.0,6.67,6.73,4.13,3,3,5
0.73,Ideal,F,VVS1,61.1,56.0,5.83,5.86,3.57,4,4,6
2.01,Very Good,F,SI2,60.8,57.0,8.09,8.15,4.94,3,4,0
0.9,Ideal,H,VS1,62.1,56.0,6.15,6.2,3.83,4,2,4
1.04,Very Good,I,VS2,61.9,58.0,6.47,6.55,4.03,3,1,3
1.7,Ideal,I,VS1,61.9,55.0,7.65,7.72,4.75,4,1,4
0.35,Premium,H,VVS1,61.2,60.0,4.54,4.51,2.77,1,2,6
1.71,Very Good,I,VS2,63.4,59.0,7.53,7.45,4.75,3,1,3
0.71,Good,H,SI1,58.4,62.1,5.8,5.83,3.4,2,2,2
0.32,Premium,F,SI1,62.7,57.0,4.4,4.37,2.75,1,4,2
0.4,Premium,F,SI2,62.6,60.0,4.65,4.68,2.92,1,4,0
0.31,Ideal,G,VVS1,61.8,55.0,4.35,4.39,2.7,4,3,6
0.73,Very Good,G,VVS2,61.4,58.0,5.83,5.86,3.59,3,3,5
0.3,Very Good,E,VS2,61.6,61.0,4.26,4.31,2.64,3,6,3
0.74,Premium,I,SI2,61.0,60.0,5.8,5.75,3.52,1,1,0
1.05,Premium,H,VS2,59.0,59.0,6.71,6.68,3.95,1,2,3
0.38,Ideal,H,VS1,61.1,55.0,4.68,4.72,2.87,4,2,4
0.5,Ideal,F,VS1,61.6,57.0,5.07,5.09,3.13,4,4,4
0.54,Ideal,G,VVS1,62.2,53.9,5.22,5.25,3.26,4,3,6
0.75,Ideal,G,SI1,62.2,57.0,5.84,5.8,3.62,4,3,2
0.5,Premium,F,SI1,59.6,60.0,5.15,5.12,3.06,1,4,2
1.12,Very Good,H,SI1,62.3,55.0,6.64,6.69,4.15,3,2,2
0.27,Ideal,E,VS2,62.7,55.0,4.15,4.18,2.61,4,6,3
0.41,Very Good,J,VVS1,60.1,58.0,4.79,4.83,2.89,3,0,6
0.35,Ideal,E,VVS1,61.7,54.0,4.56,4.58,2.82,4,6,6
1.24,Ideal,J,VS2,61.7,55.0,6.91,6.96,4.28,4,0,3
1.51,Ideal,F,SI1,63.0,57.0,7.29,7.25,4.58,4,4,2
0.7,Very Good,G,VVS1,62.8,56.0,5.63,5.67,3.55,3,3,6
0.5,Ideal,D,SI2,62.4,56.0,5.06,5.1,3.17,4,5,0
0.31,Ideal,D,SI1,62.4,56.0,4.35,4.31,2.7,4,5,2
0.9,Premium,D,SI1,63.0,56.0,6.14,6.09,3.85,1,5,2
0.59,Good,I,VS2,63.4,56.0,5.33,5.37,3.39,2,1,3
1.0,Ideal,E,VS2,59.6,57.0,6.43,6.42,3.83,4,6,3
0.42,Ideal,H,IF,61.0,56.0,4.79,4.82,2.93,4,2,7
1.3,Premium,D,SI2,60.2,59.0,7.0,7.05,4.23,1,5,0
0.23,Very Good,D,VVS2,61.4,58.0,3.92,3.96,2.42,3,5,5
0.64,Good,F,I1,57.3,64.0,5.75,5.69,3.28,2,4,1
1.13,Ideal,I,SI1,61.4,57.0,6.72,6.69,4.12,4,1,2
0.31,Ideal,H,VS2,61.9,55.0,4.35,4.38,2.7,4,2,3
0.31,Ideal,E,VS1,61.3,55.0,4.4,4.43,2.7,4,6,4
0.42,Ideal,G,VVS1,60.6,56.0,4.86,4.88,2.95,4,3,6
1.04,Premium,G,SI2,62.9,58.0,6.47,6.43,4.06,1,3,0
2.01,Premium,J,VS1,60.2,61.0,8.23,8.16,4.93,1,0,4
0.9,Good,J,VS2,64.0,61.0,6.04,6.03,3.86,2,0,3
0.3,Premium,I,VS1,61.6,60.0,4.27,4.3,2.64,1,1,4
0.31,Ideal,H,VS2,62.6,57.0,4.35,4.31,2.71,4,2,3
0.91,Ideal,E,SI2,62.5,56.0,6.16,6.19,3.86,4,6,0
0.31,Very Good,E,VVS1,62.5,59.0,4.3,4.34,2.7,3,6,6
0.32,Ideal,F,VVS1,61.5,56.0,4.39,4.42,2.71,4,4,6
0.7,Ideal,I,SI1,61.9,58.0,5.66,5.68,3.51,4,1,2
1.04,Very Good,F,VVS2,62.5,58.0,6.37,6.46,4.01,3,4,5
1.02,Ideal,H,VS2,61.2,56.0,6.53,6.48,3.98,4,2,3
1.01,Very Good,E,VVS1,63.1,57.0,6.39,6.36,4.02,3,6,6
1.59,Ideal,H,VS1,61.8,56.0,7.49,7.53,4.64,4,2,4
0.71,Very Good,F,SI1,63.0,55.0,5.65,5.71,3.58,3,4,2
1.31,Ideal,G,VS1,62.2,56.0,7.05,7.01,4.37,4,3,4
1.71,Ideal,H,VS2,62.4,58.0,7.64,7.68,4.78,4,2,3
0.54,Ideal,D,VVS1,61.2,57.0,5.25,5.27,3.22,4,5,6
1.31,Premium,J,SI1,59.4,60.0,7.06,7.12,4.21,1,0,2
0.7,Ideal,G,SI2,62.9,56.0,5.69,5.66,3.57,4,3,0
2.42,Premium,J,SI2,62.3,58.0,8.63,8.55,5.35,1,0,0
1.25,Ideal,I,VS1,61.4,58.0,6.89,6.93,4.24,4,1,4
0.7,Premium,E,SI1,60.0,59.0,5.79,5.75,3.46,1,6,2
1.2,Good,J,VS2,63.7,58.0,6.68,6.61,4.23,2,0,3
1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16,4,2,2
0.52,Ideal,E,VS2,61.5,56.0,5.17,5.14,3.17,4,6,3
0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,3,1,2
0.5,Very Good,F,IF,59.7,60.0,5.18,5.24,3.11,3,4,7
1.01,Good,F,VS2,62.1,58.0,6.28,6.35,3.92,2,4,3
1.02,Premium,D,SI2,62.1,57.0,6.41,6.37,3.97,1,5,0
0.44,Ideal,H,IF,62.0,57.0,4.87,4.91,3.02,4,2,7
1.01,Good,D,SI2,63.6,61.0,6.35,6.33,4.03,2,5,0
0.25,Ideal,F,IF,62.3,54.0,4.06,4.09,2.54,4,4,7
0.46,Ideal,E,VVS2,62.6,55.0,4.95,4.92,3.09,4,6,5
0.32,Very Good,D,SI1,62.6,58.0,4.33,4.36,2.72,3,5,2
0.3,Ideal,F,VS1,62.3,53.8,4.3,4.33,2.69,4,4,4
0.71,Very Good,F,SI2,61.6,59.0,5.7,5.76,3.53,3,4,0
0.33,Very Good,G,SI2,59.4,59.0,4.5,4.52,2.68,3,3,0
0.51,Ideal,D,SI1,62.4,57.0,5.11,5.15,3.2,4,5,2
1.0,Very Good,G,I1,62.5,62.0,6.42,6.35,3.99,3,3,1
0.51,Ideal,E,SI2,62.0,56.0,5.12,5.14,3.18,4,6,0
1.5,Good,F,SI2,64.1,55.0,7.15,7.11,4.57,2,4,0
1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,3,2,2
0.3,Premium,G,IF,60.0,59.0,4.32,4.34,2.6,1,3,7
0.98,Fair,G,I1,58.7,57.0,6.54,6.43,3.8,0,3,1
0.51,Ideal,E,SI1,62.3,56.0,5.12,5.15,3.2,4,6,2
0.24,Ideal,G,VVS1,62.0,56.0,3.97,4.01,2.47,4,3,6
0.39,Ideal,E,VS1,60.2,56.0,4.78,4.79,2.88,4,6,4
1.64,Premium,E,SI1,61.8,59.0,7.55,7.51,4.65,1,6,2
0.39,Good,E,VS2,63.1,56.0,4.63,4.69,2.94,2,6,3
0.33,Ideal,H,VVS2,61.7,56.0,4.44,4.41,2.73,4,2,5
0.58,Good,G,VS2,63.2,58.0,5.36,5.28,3.36,2,3,3
0.59,Ideal,H,VS2,62.2,59.0,5.38,5.34,3.33,4,2,3
1.66,Ideal,I,VS1,61.0,55.0,7.67,7.64,4.67,4,1,4
0.34,Premium,H,VS1,60.8,59.0,4.53,4.48,2.74,1,2,4
1.01,Good,E,SI2,63.3,58.0,6.29,6.35,4.0,2,6,0
0.41,Ideal,G,VVS2,61.1,55.0,4.83,4.8,2.94,4,3,5
0.33,Very Good,G,VVS2,59.7,59.0,4.48,4.53,2.69,3,3,5
0.23,Very Good,E,VVS2,61.1,58.0,3.93,3.99,2.42,3,6,5
0.31,Premium,G,VS1,59.5,59.0,4.4,4.47,2.64,1,3,4
1.19,Premium,H,SI1,61.3,58.0,6.82,6.78,4.17,1,2,2
0.38,Premium,I,SI2,60.0,59.0,4.71,4.69,2.82,1,1,0
0.73,Ideal,F,VS2,62.6,56.0,5.77,5.74,3.6,4,4,3
2.0,Premium,G,SI2,60.4,61.0,8.21,8.12,4.93,1,3,0
0.3,Very Good,E,VVS2,62.4,57.0,4.26,4.27,2.66,3,6,5
1.09,Ideal,H,SI1,62.3,55.0,6.58,6.61,4.11,4,2,2
1.01,Fair,G,SI2,64.7,58.0,6.14,6.23,4.0,0,3,0
0.54,Ideal,H,VVS2,60.9,57.0,5.26,5.22,3.19,4,2,5
0.3,Ideal,D,SI1,61.0,54.0,4.35,4.34,2.65,4,5,2
0.91,Fair,J,VS2,64.4,62.0,6.06,6.03,3.89,0,0,3
1.85,Ideal,I,VVS2,62.4,57.0,7.91,7.86,4.92,4,1,5
0.4,Premium,D,SI1,59.9,60.0,4.77,4.75,2.85,1,5,2
1.04,Ideal,H,SI2,62.0,57.0,6.53,6.43,4.02,4,2,0
0.31,Ideal,J,VS2,62.1,53.6,4.36,4.39,2.72,4,0,3
0.45,Ideal,H,SI1,61.3,55.0,4.96,4.99,3.05,4,2,2
1.11,Very Good,H,SI1,60.8,60.0,6.62,6.77,4.07,3,2,2
1.01,Very Good,G,VS2,63.2,55.0,6.39,6.34,4.02,3,3,3
0.71,Premium,H,SI2,61.5,60.0,5.72,5.7,3.51,1,2,0
1.09,Ideal,G,VVS2,62.5,56.0,6.54,6.58,4.1,4,3,5
0.43,Ideal,E,VS1,61.2,56.0,4.89,4.94,3.01,4,6,4
1.4,Very Good,I,VS2,59.2,60.0,7.35,7.3,4.34,3,1,3
0.34,Ideal,G,VS2,61.4,57.0,4.51,4.48,2.76,4,3,3
1.22,Premium,I,SI2,62.3,58.0,6.85,6.8,4.25,1,1,0
0.57,Very Good,D,SI1,59.8,60.0,5.4,5.34,3.21,3,5,2
0.3,Ideal,G,VS2,63.0,56.0,4.3,4.27,2.7,4,3,3
0.73,Very Good,J,VS2,62.7,57.0,5.71,5.74,3.59,3,0,3
1.23,Ideal,I,VVS1,62.1,57.0,6.83,6.9,4.26,4,1,6
0.82,Ideal,F,SI2,62.4,54.0,5.97,6.02,3.74,4,4,0
0.68,Ideal,D,VVS1,61.3,57.0,5.66,5.69,3.48,4,5,6
0.3,Ideal,H,VVS2,61.7,54.0,4.31,4.34,2.67,4,2,5
1.07,Ideal,E,SI2,61.2,56.0,6.63,6.66,4.07,4,6,0
0.9,Premium,H,VVS1,62.3,59.0,6.15,6.09,3.81,1,2,6
1.2,Good,D,SI2,63.7,52.0,6.72,6.68,4.27,2,5,0
0.9,Very Good,G,VS1,61.5,56.0,6.2,6.23,3.82,3,3,4
0.23,Ideal,G,SI1,62.1,53.0,3.93,3.96,2.45,4,3,2
0.3,Very Good,D,VVS2,59.6,61.0,4.39,4.34,2.6,3,5,5
1.8,Ideal,H,VS1,62.3,56.0,7.79,7.76,4.84,4,2,4
0.42,Ideal,G,VS1,62.5,54.0,4.79,4.84,3.01,4,3,4
1.1,Very Good,G,VVS1,61.5,57.0,6.61,6.66,4.08,3,3,6
0.3,Ideal,F,VVS2,62.5,56.0,4.28,4.33,2.69,4,4,5
0.23,Very Good,E,VVS2,63.3,56.0,3.92,3.88,2.47,3,6,5
1.05,Ideal,G,VS1,62.0,56.0,6.47,6.53,4.03,4,3,4
0.56,Premium,D,SI1,61.9,58.0,5.33,5.27,3.28,1,5,2
0.31,Ideal,D,SI1,62.0,55.0,4.38,4.36,2.71,4,5,2
1.03,Ideal,F,VVS2,62.0,56.0,6.48,6.45,4.01,4,4,5
1.01,Good,E,SI1,63.9,56.0,6.37,6.31,4.05,2,6,2
0.93,Very Good,E,SI1,62.8,56.0,6.19,6.24,3.9,3,6,2
2.01,Ideal,J,SI2,62.1,56.0,8.06,8.13,5.03,4,0,0
1.08,Ideal,G,SI2,62.1,57.0,6.56,6.58,4.08,4,3,0
0.78,Ideal,G,SI1,61.7,56.0,5.9,5.93,3.65,4,3,2
1.58,Ideal,I,SI1,61.7,56.0,7.55,7.48,4.64,4,1,2
1.15,Ideal,G,VVS1,62.7,56.0,6.69,6.67,4.19,4,3,6
0.56,Ideal,F,VVS2,62.3,54.0,5.29,5.34,3.31,4,4,5
0.36,Ideal,F,SI1,61.5,57.0,4.55,4.59,2.81,4,4,2
2.01,Very Good,I,VS1,63.0,59.0,7.87,7.94,4.98,3,1,4
0.24,Ideal,F,IF,61.0,57.0,4.04,4.07,2.47,4,4,7
1.01,Very Good,I,SI1,63.2,54.0,6.41,6.35,4.03,3,1,2
0.52,Very Good,G,SI1,60.0,57.0,5.25,5.29,3.16,3,3,2
0.32,Premium,G,VS1,62.1,55.0,4.44,4.41,2.75,1,3,4
0.92,Good,D,SI2,57.8,63.0,6.36,6.4,3.69,2,5,0
0.31,Ideal,I,VS2,62.0,54.0,4.37,4.4,2.72,4,1,3
0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,4,1,3
0.34,Premium,D,SI2,59.2,59.0,4.58,4.54,2.7,1,5,0
1.0,Very Good,F,SI2,63.4,58.0,6.31,6.25,3.98,3,4,0
0.43,Very Good,G,VS1,58.4,60.0,4.95,4.98,2.9,3,3,4
0.4,Very Good,G,SI1,58.3,62.0,4.81,4.86,2.82,3,3,2
0.7,Very Good,D,SI1,63.7,59.0,5.59,5.65,3.58,3,5,2
0.73,Ideal,F,IF,61.2,55.0,5.86,5.8,3.57,4,4,7
0.27,Ideal,E,VS1,60.5,56.0,4.21,4.22,2.55,4,6,4
0.5,Ideal,G,VS1,62.0,55.0,5.05,5.11,3.15,4,3,4
0.81,Very Good,E,SI2,62.9,56.0,5.87,5.9,3.7,3,6,0
0.53,Ideal,G,VVS1,60.8,56.0,5.22,5.24,3.18,4,3,6
0.9,Premium,D,VS2,61.6,62.0,6.12,6.09,3.76,1,5,3
1.01,Premium,G,VS1,62.7,58.0,6.38,6.41,4.01,1,3,4
0.3,Ideal,F,IF,62.0,56.0,4.34,4.3,2.68,4,4,7
1.51,Premium,F,SI1,62.2,58.0,7.32,7.27,4.54,1,4,2
0.4,Ideal,E,VVS1,61.5,56.0,4.7,4.73,2.9,4,6,6
1.01,Ideal,E,SI1,60.8,56.0,6.48,6.51,3.95,4,6,2
0.5,Very Good,G,VVS2,62.9,55.0,5.05,5.09,3.19,3,3,5
0.42,Ideal,G,VVS2,61.7,56.0,4.84,4.88,3.0,4,3,5
1.01,Good,E,SI2,60.7,62.0,6.43,6.49,3.92,2,6,0
1.19,Very Good,F,SI1,60.8,59.0,6.85,6.89,4.18,3,4,2
1.01,Good,J,VS1,60.4,64.0,6.48,6.44,3.9,2,0,4
1.03,Ideal,G,VVS1,62.4,57.0,6.39,6.47,4.01,4,3,6
0.41,Ideal,D,VS1,61.1,56.0,4.8,4.83,2.94,4,5,4
0.42,Very Good,F,SI1,63.4,56.0,4.8,4.76,3.03,3,4,2
0.35,Ideal,D,VS2,62.4,55.0,4.52,4.48,2.81,4,5,3
0.72,Good,D,SI2,59.7,61.0,5.78,5.84,3.47,2,5,0
0.9,Good,F,SI1,58.8,60.0,6.22,6.26,3.67,2,4,2
0.32,Premium,E,IF,60.0,61.0,4.5,4.46,2.69,1,6,7
0.47,Very Good,G,VS1,60.5,59.4,5.03,5.08,3.06,3,3,4
1.01,Premium,D,SI1,61.5,61.0,6.47,6.37,3.95,1,5,2
0.72,Premium,F,VS2,62.1,57.0,5.73,5.71,3.55,1,4,3
0.48,Good,G,VS1,58.6,62.0,5.14,5.2,3.03,2,3,4
0.32,Very Good,G,VS2,58.4,57.0,4.51,4.53,2.64,3,3,3
0.33,Premium,I,VVS1,61.9,60.0,4.44,4.41,2.74,1,1,6
1.03,Ideal,F,SI1,62.4,57.0,6.48,6.44,4.03,4,4,2
1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,1,5,2
0.9,Very Good,F,SI1,62.6,57.0,6.16,6.2,3.87,3,4,2
1.0,Premium,F,SI1,60.5,56.0,6.48,6.45,3.91,1,4,2
0.27,Very Good,F,VVS2,61.8,56.0,4.19,4.2,2.6,3,4,5
0.71,Very Good,G,VS2,62.1,58.0,5.69,5.77,3.56,3,3,3
1.2,Ideal,F,VS2,62.6,56.0,6.78,6.73,4.23,4,4,3
0.33,Ideal,H,VVS1,62.5,56.0,4.44,4.42,2.77,4,2,6
0.74,Premium,F,VS2,61.9,56.0,5.8,5.77,3.58,1,4,3
1.63,Ideal,G,VS1,61.7,55.0,7.56,7.6,4.68,4,3,4
1.52,Premium,J,VS2,62.0,59.0,7.31,7.28,4.52,1,0,3
0.91,Fair,H,VVS1,56.5,67.0,6.38,6.4,3.61,0,2,6
0.55,Ideal,H,VVS1,60.5,57.0,5.32,5.35,3.23,4,2,6
1.03,Ideal,D,SI2,61.8,54.0,6.46,6.52,4.01,4,5,0
1.71,Very Good,D,SI2,63.5,59.0,7.57,7.59,4.81,3,5,0
0.97,Premium,F,SI1,62.7,59.0,6.28,6.31,3.95,1,4,2
0.36,Very Good,G,SI1,63.3,56.0,4.53,4.5,2.86,3,3,2
0.33,Ideal,F,VS2,60.5,55.0,4.47,4.55,2.73,4,4,3
0.37,Ideal,E,VS2,61.6,57.0,4.65,4.61,2.85,4,6,3
0.51,Ideal,G,VVS2,61.6,56.0,5.17,5.12,3.17,4,3,5
0.54,Ideal,D,VS2,61.1,56.0,5.29,5.25,3.22,4,5,3
0.71,Very Good,F,VVS2,62.0,56.0,5.71,5.74,3.55,3,4,5
0.52,Premium,E,I1,60.8,60.0,5.2,5.17,3.15,1,6,1
2.03,Ideal,J,VS2,60.5,57.0,8.26,8.2,4.98,4,0,3
1.02,Premium,G,SI1,60.8,58.0,6.5,6.46,3.94,1,3,2
1.01,Premium,E,SI1,58.2,59.0,6.59,6.54,3.82,1,6,2
0.4,Premium,E,SI2,61.4,57.0,4.74,4.68,2.89,1,6,0
0.3,Ideal,F,IF,61.1,57.0,4.35,4.39,2.67,4,4,7
0.3,Very Good,G,VS1,61.7,57.0,4.28,4.32,2.65,3,3,4
0.3,Very Good,I,SI1,63.0,57.0,4.28,4.32,2.71,3,1,2
1.01,Very Good,D,VS2,62.7,57.0,6.36,6.39,4.0,3,5,3
0.93,Ideal,I,SI2,62.3,57.0,6.2,6.22,3.87,4,1,0
0.37,Very Good,E,SI1,60.6,54.0,4.63,4.68,2.82,3,6,2
1.12,Very Good,G,IF,61.0,58.0,6.7,6.72,4.09,3,3,7
0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,4,5,4
1.03,Ideal,F,SI2,61.9,56.0,6.53,6.49,4.03,4,4,0
1.52,Premium,E,SI1,62.5,59.0,7.26,7.33,4.56,1,6,2
0.58,Ideal,H,VS2,61.8,55.0,5.36,5.39,3.32,4,2,3
1.2,Ideal,H,SI1,62.2,56.0,6.8,6.77,4.23,4,2,2
0.23,Very Good,G,VVS2,62.3,57.0,3.9,3.92,2.43,3,3,5
0.49,Premium,D,SI1,61.3,57.0,5.21,5.02,3.14,1,5,2
0.36,Good,F,VS1,63.9,54.0,4.52,4.5,2.88,2,4,4
1.11,Ideal,G,VS1,61.3,55.0,6.67,6.71,4.1,4,3,4
1.02,Very Good,D,SI1,63.3,58.0,6.39,6.35,4.03,3,5,2
0.7,Very Good,E,VS1,60.7,57.0,5.72,5.75,3.48,3,6,4
0.55,Ideal,E,VS2,62.2,54.0,5.29,5.26,3.28,4,6,3
1.06,Ideal,G,SI1,62.0,56.0,6.55,6.52,4.05,4,3,2
1.01,Premium,E,SI1,62.9,59.0,6.38,6.3,3.99,1,6,2
0.5,Very Good,E,VVS2,60.9,59.0,5.07,5.11,3.1,3,6,5
0.45,Premium,E,SI1,62.8,58.0,4.88,4.84,3.05,1,6,2
0.32,Ideal,G,VS2,59.8,57.0,4.46,4.43,2.66,4,3,3
1.01,Very Good,G,VS1,59.1,58.0,6.56,6.63,3.9,3,3,4
0.51,Ideal,G,VS1,61.9,56.0,5.14,5.1,3.17,4,3,4
0.35,Ideal,E,SI1,60.9,55.0,4.57,4.53,2.77,4,6,2
1.5,Premium,I,SI2,62.7,57.0,7.35,7.28,4.59,1,1,0
1.63,Very Good,F,SI1,59.7,62.0,7.65,7.73,4.59,3,4,2
0.32,Premium,H,VS1,60.6,60.0,4.4,4.44,2.68,1,2,4
1.51,Ideal,J,VS2,61.7,57.0,7.44,7.4,4.58,4,0,3
0.24,Very Good,F,VS2,61.3,54.0,4.02,4.07,2.47,3,4,3
0.71,Very Good,F,VS2,63.1,58.0,5.65,5.7,3.58,3,4,3
0.72,Ideal,D,SI2,60.5,57.0,5.82,5.89,3.54,4,5,0
0.3,Ideal,E,IF,61.1,57.0,4.31,4.33,2.64,4,6,7
0.54,Ideal,G,VVS2,61.9,57.0,5.22,5.25,3.24,4,3,5
0.9,Good,G,VS1,63.7,56.0,6.15,6.07,3.89,2,3,4
1.06,Ideal,H,SI1,62.7,57.0,6.53,6.48,4.08,4,2,2
0.7,Very Good,E,VS2,61.4,57.0,5.7,5.73,3.51,3,6,3
0.3,Very Good,F,VS1,63.1,59.0,4.2,4.27,2.67,3,4,4
0.35,Ideal,H,SI1,61.9,55.0,4.54,4.57,2.82,4,2,2
0.85,Very Good,E,VS2,63.6,56.0,5.97,6.01,3.81,3,6,3
1.51,Ideal,I,VS1,61.6,56.0,7.37,7.43,4.56,4,1,4
0.8,Very Good,H,SI2,62.7,57.0,5.88,5.95,3.71,3,2,0
0.51,Premium,E,VS2,61.7,58.0,5.12,5.15,3.17,1,6,3
1.35,Premium,I,SI2,62.3,59.0,7.09,7.03,4.4,1,1,0
1.01,Very Good,G,SI2,61.8,58.0,6.36,6.39,3.94,3,3,0
2.1,Ideal,H,SI1,62.9,57.0,8.19,8.12,5.13,4,2,2
1.22,Ideal,G,VS2,61.4,56.0,6.88,6.9,4.23,4,3,3
0.34,Ideal,I,VS1,62.4,55.0,4.51,4.47,2.8,4,1,4
1.5,Very Good,H,SI1,61.0,55.0,7.35,7.44,4.51,3,2,2
1.59,Ideal,H,SI1,61.5,57.0,7.53,7.59,4.65,4,2,2
1.01,Good,E,VVS2,63.3,55.0,6.36,6.41,4.04,2,6,5
0.3,Ideal,E,VS2,62.5,56.0,4.3,4.28,2.68,4,6,3
1.07,Very Good,D,VS1,59.9,55.0,6.69,6.71,4.01,3,5,4
0.5,Very Good,E,VS1,61.4,55.0,5.09,5.14,3.14,3,6,4
0.31,Premium,E,VS2,60.8,58.0,4.37,4.35,2.65,1,6,3
0.58,Ideal,D,SI1,61.1,57.0,5.41,5.36,3.29,4,5,2
0.52,Ideal,H,SI1,61.0,56.0,5.2,5.23,3.18,4,2,2
0.24,Very Good,E,VS2,63.1,56.0,3.95,3.98,2.5,3,6,3
0.32,Ideal,F,VVS2,60.9,56.0,4.44,4.46,2.71,4,4,5
0.5,Ideal,E,VS2,63.0,54.0,5.09,5.04,3.19,4,6,3
0.7,Premium,D,SI2,58.6,60.0,5.89,5.78,3.42,1,5,0
0.33,Ideal,F,VVS2,61.1,55.0,4.46,4.48,2.73,4,4,5
