carat,depth,table,x,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
0.31,62.6,57.0,4.35,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.91,62.5,56.0,6.16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.31,62.5,59.0,4.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.32,61.5,56.0,4.39,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.7,61.9,58.0,5.66,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.04,62.5,58.0,6.37,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.02,61.2,56.0,6.53,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.01,63.1,57.0,6.39,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.59,61.8,56.0,7.49,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.71,63.0,55.0,5.65,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.31,62.2,56.0,7.05,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.71,62.4,58.0,7.64,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.54,61.2,57.0,5.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.31,59.4,60.0,7.06,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.7,62.9,56.0,5.69,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.42,62.3,58.0,8.63,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.25,61.4,58.0,6.89,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.7,60.0,59.0,5.79,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.2,63.7,58.0,6.68,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.13,62.3,56.0,6.66,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.52,61.5,56.0,5.17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.51,62.5,58.0,5.05,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.5,59.7,60.0,5.18,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.01,62.1,58.0,6.28,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.02,62.1,57.0,6.41,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.44,62.0,57.0,4.87,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.01,63.6,61.0,6.35,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.25,62.3,54.0,4.06,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.46,62.6,55.0,4.95,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.32,62.6,58.0,4.33,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,62.3,53.8,4.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.71,61.6,59.0,5.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.33,59.4,59.0,4.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.51,62.4,57.0,5.11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,62.5,62.0,6.42,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.51,62.0,56.0,5.12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.5,64.1,55.0,7.15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.57,62.0,60.0,7.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.3,60.0,59.0,4.32,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.98,58.7,57.0,6.54,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.51,62.3,56.0,5.12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.24,62.0,56.0,3.97,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.39,60.2,56.0,4.78,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.64,61.8,59.0,7.55,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.39,63.1,56.0,4.63,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.33,61.7,56.0,4.44,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.58,63.2,58.0,5.36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.59,62.2,59.0,5.38,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.66,61.0,55.0,7.67,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.34,60.8,59.0,4.53,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.01,63.3,58.0,6.29,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.41,61.1,55.0,4.83,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.33,59.7,59.0,4.48,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.23,61.1,58.0,3.93,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.31,59.5,59.0,4.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.19,61.3,58.0,6.82,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.38,60.0,59.0,4.71,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.73,62.6,56.0,5.77,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2.0,60.4,61.0,8.21,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3,62.4,57.0,4.26,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.09,62.3,55.0,6.58,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.01,64.7,58.0,6.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.54,60.9,57.0,5.26,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.3,61.0,54.0,4.35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.91,64.4,62.0,6.06,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.85,62.4,57.0,7.91,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.4,59.9,60.0,4.77,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.04,62.0,57.0,6.53,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.31,62.1,53.6,4.36,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.45,61.3,55.0,4.96,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.11,60.8,60.0,6.62,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.01,63.2,55.0,6.39,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.71,61.5,60.0,5.72,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.09,62.5,56.0,6.54,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.43,61.2,56.0,4.89,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4,59.2,60.0,7.35,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.34,61.4,57.0,4.51,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.22,62.3,58.0,6.85,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.57,59.8,60.0,5.4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,63.0,56.0,4.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.73,62.7,57.0,5.71,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.23,62.1,57.0,6.83,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.82,62.4,54.0,5.97,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.68,61.3,57.0,5.66,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3,61.7,54.0,4.31,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.07,61.2,56.0,6.63,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9,62.3,59.0,6.15,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.2,63.7,52.0,6.72,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9,61.5,56.0,6.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.23,62.1,53.0,3.93,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.3,59.6,61.0,4.39,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.8,62.3,56.0,7.79,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.42,62.5,54.0,4.79,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.1,61.5,57.0,6.61,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.3,62.5,56.0,4.28,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.23,63.3,56.0,3.92,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.05,62.0,56.0,6.47,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.56,61.9,58.0,5.33,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,62.0,55.0,4.38,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.03,62.0,56.0,6.48,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.01,63.9,56.0,6.37,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.93,62.8,56.0,6.19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2.01,62.1,56.0,8.06,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.08,62.1,57.0,6.56,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.78,61.7,56.0,5.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.58,61.7,56.0,7.55,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.15,62.7,56.0,6.69,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.56,62.3,54.0,5.29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.36,61.5,57.0,4.55,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.01,63.0,59.0,7.87,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.24,61.0,57.0,4.04,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.01,63.2,54.0,6.41,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.52,60.0,57.0,5.25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.32,62.1,55.0,4.44,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.92,57.8,63.0,6.36,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.31,62.0,54.0,4.37,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.71,61.6,57.0,5.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.34,59.2,59.0,4.58,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,63.4,58.0,6.31,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.43,58.4,60.0,4.95,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.4,58.3,62.0,4.81,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7,63.7,59.0,5.59,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.73,61.2,55.0,5.86,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.27,60.5,56.0,4.21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5,62.0,55.0,5.05,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.81,62.9,56.0,5.87,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.53,60.8,56.0,5.22,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.9,61.6,62.0,6.12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,62.7,58.0,6.38,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3,62.0,56.0,4.34,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.51,62.2,58.0,7.32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.4,61.5,56.0,4.7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.01,60.8,56.0,6.48,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5,62.9,55.0,5.05,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.42,61.7,56.0,4.84,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.01,60.7,62.0,6.43,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.19,60.8,59.0,6.85,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.01,60.4,64.0,6.48,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.03,62.4,57.0,6.39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.41,61.1,56.0,4.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.42,63.4,56.0,4.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.35,62.4,55.0,4.52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.72,59.7,61.0,5.78,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9,58.8,60.0,6.22,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.32,60.0,61.0,4.5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.47,60.5,59.4,5.03,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.01,61.5,61.0,6.47,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.72,62.1,57.0,5.73,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.48,58.6,62.0,5.14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.32,58.4,57.0,4.51,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.33,61.9,60.0,4.44,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.03,62.4,57.0,6.48,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.01,59.8,54.0,6.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9,62.6,57.0,6.16,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.0,60.5,56.0,6.48,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.27,61.8,56.0,4.19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.71,62.1,58.0,5.69,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.2,62.6,56.0,6.78,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.33,62.5,56.0,4.44,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.74,61.9,56.0,5.8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.63,61.7,55.0,7.56,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.52,62.0,59.0,7.31,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.91,56.5,67.0,6.38,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.55,60.5,57.0,5.32,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.03,61.8,54.0,6.46,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.71,63.5,59.0,7.57,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.97,62.7,59.0,6.28,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.36,63.3,56.0,4.53,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.33,60.5,55.0,4.47,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.37,61.6,57.0,4.65,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.51,61.6,56.0,5.17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.54,61.1,56.0,5.29,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.71,62.0,56.0,5.71,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.52,60.8,60.0,5.2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2.03,60.5,57.0,8.26,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.02,60.8,58.0,6.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.01,58.2,59.0,6.59,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.4,61.4,57.0,4.74,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,61.1,57.0,4.35,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.3,61.7,57.0,4.28,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3,63.0,57.0,4.28,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.01,62.7,57.0,6.36,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.93,62.3,57.0,6.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.37,60.6,54.0,4.63,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.12,61.0,58.0,6.7,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.56,62.6,55.0,5.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.03,61.9,56.0,6.53,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.52,62.5,59.0,7.26,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.58,61.8,55.0,5.36,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.2,62.2,56.0,6.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.23,62.3,57.0,3.9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.49,61.3,57.0,5.21,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.36,63.9,54.0,4.52,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.11,61.3,55.0,6.67,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.02,63.3,58.0,6.39,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,60.7,57.0,5.72,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.55,62.2,54.0,5.29,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.06,62.0,56.0,6.55,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.01,62.9,59.0,6.38,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5,60.9,59.0,5.07,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.45,62.8,58.0,4.88,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.32,59.8,57.0,4.46,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.01,59.1,58.0,6.56,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.51,61.9,56.0,5.14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.35,60.9,55.0,4.57,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.5,62.7,57.0,7.35,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.63,59.7,62.0,7.65,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.32,60.6,60.0,4.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.51,61.7,57.0,7.44,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.24,61.3,54.0,4.02,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.71,63.1,58.0,5.65,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.72,60.5,57.0,5.82,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,61.1,57.0,4.31,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.54,61.9,57.0,5.22,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.9,63.7,56.0,6.15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.06,62.7,57.0,6.53,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,61.4,57.0,5.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3,63.1,59.0,4.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.35,61.9,55.0,4.54,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.85,63.6,56.0,5.97,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.51,61.6,56.0,7.37,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8,62.7,57.0,5.88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.51,61.7,58.0,5.12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.35,62.3,59.0,7.09,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.01,61.8,58.0,6.36,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.1,62.9,57.0,8.19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.22,61.4,56.0,6.88,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.34,62.4,55.0,4.51,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.5,61.0,55.0,7.35,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.59,61.5,57.0,7.53,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.01,63.3,55.0,6.36,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3,62.5,56.0,4.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.07,59.9,55.0,6.69,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5,61.4,55.0,5.09,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.31,60.8,58.0,4.37,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.58,61.1,57.0,5.41,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.52,61.0,56.0,5.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.24,63.1,56.0,3.95,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.32,60.9,56.0,4.44,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.5,63.0,54.0,5.09,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,58.6,60.0,5.89,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.33,61.1,55.0,4.46,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.0,59.8,60.0,6.46,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.77,61.6,58.0,5.92,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.29,62.9,57.0,6.91,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.7,62.3,57.0,7.68,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.29,61.3,60.0,6.96,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
