carat,depth,table,x,y,z,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
0.6,62.2,53.0,5.43,5.44,3.38,7.777,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,59.5,56.0,5.79,5.81,3.45,7.732,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.82,62.4,56.0,6.01,5.98,3.74,7.994,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.35,61.7,56.0,4.55,4.59,2.82,6.347,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3,61.7,57.0,4.31,4.34,2.67,6.671,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.57,62.2,56.0,7.42,7.47,4.63,9.272,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.7,61.8,58.0,5.67,5.72,3.52,7.71,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.84,62.6,58.0,6.01,5.98,3.75,7.853,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.34,62.7,57.0,4.45,4.48,2.8,6.39,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.51,61.1,59.0,5.16,5.12,3.14,7.54,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.02,60.6,61.0,6.44,6.47,3.91,8.759,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.36,62.7,57.0,4.54,4.59,2.86,6.497,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.36,61.5,56.0,4.58,4.61,2.82,6.798,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.21,62.3,55.7,6.8,6.85,4.25,8.929,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.32,62.6,60.0,4.33,4.36,2.72,6.33,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.38,61.7,59.0,4.6,4.64,2.85,6.45,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.11,61.7,58.0,6.64,6.69,4.11,8.603,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.5,62.7,58.0,7.32,7.2,4.55,9.528,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.07,60.7,61.0,6.55,6.6,3.99,8.352,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.43,62.1,56.0,4.85,4.87,3.02,7.096,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9,62.4,61.0,6.03,6.11,3.79,8.058,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.2,62.4,57.0,6.8,6.78,4.24,9.071,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.35,60.5,60.0,7.19,7.16,4.34,9.076,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.52,62.4,55.0,7.42,7.32,4.6,9.648,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.56,58.8,59.0,5.4,5.38,3.17,7.273,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.03,60.0,62.0,6.51,6.55,3.92,8.48,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.69,61.8,53.0,7.68,7.71,4.75,9.379,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.06,58.5,57.0,6.68,6.73,3.92,8.949,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.08,61.5,58.0,6.57,6.64,4.06,9.546,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.53,63.0,55.0,5.14,5.18,3.25,7.25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.35,61.8,58.0,4.48,4.52,2.78,6.56,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.43,61.5,60.0,4.85,4.78,2.96,6.854,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.61,59.9,61.0,5.5,5.55,3.31,8.075,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.51,61.8,57.0,7.37,7.31,4.54,8.868,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3,62.1,56.0,4.33,4.3,2.68,6.564,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,62.2,58.0,6.28,6.23,3.89,8.536,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.33,61.8,59.0,4.45,4.48,2.76,6.687,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.39,61.3,56.0,4.73,4.77,2.91,6.561,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.03,61.8,58.0,6.48,6.43,3.99,8.652,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.8,62.0,58.0,5.86,5.95,3.66,7.949,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8,62.6,55.0,5.9,5.93,3.7,8.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.57,60.7,58.0,5.36,5.32,3.24,7.359,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.23,64.5,55.0,3.83,3.86,2.48,6.052,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.33,62.5,55.0,4.42,4.45,2.77,6.361,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.01,60.8,59.0,6.42,6.46,3.92,8.965,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2.02,59.8,58.0,8.2,8.16,4.89,9.788,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.33,61.3,55.0,4.49,4.51,2.76,6.852,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.42,61.8,57.0,4.79,4.82,2.97,6.825,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.71,63.1,59.0,5.75,5.62,3.59,7.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,58.9,59.0,4.48,4.41,2.62,6.876,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.7,61.8,54.0,5.71,5.75,3.54,7.877,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.03,61.2,54.0,6.61,6.53,4.02,8.709,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,63.3,56.0,5.6,5.58,3.54,7.947,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.31,61.6,57.0,4.33,4.37,2.68,6.704,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.76,61.9,56.0,5.85,5.88,3.63,7.766,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.43,61.2,59.0,4.84,4.87,2.97,6.808,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.7,61.2,57.0,5.69,5.72,3.49,7.989,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.86,64.3,60.0,5.97,5.95,3.83,7.944,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.04,63.8,57.0,6.4,6.43,4.09,8.861,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.53,61.2,59.0,7.39,7.41,4.53,9.22,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.41,62.9,54.0,4.71,4.74,2.97,7.079,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.76,61.8,57.0,5.84,5.87,3.62,8.061,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.04,62.2,56.0,6.45,6.48,4.02,8.476,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.25,60.3,58.0,6.96,7.03,4.22,9.543,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.32,62.3,55.0,4.4,4.37,2.73,6.719,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.31,61.7,55.0,4.38,4.37,2.7,6.385,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7,63.6,57.0,5.61,5.65,3.58,8.056,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.76,62.1,58.0,7.7,7.62,4.74,9.167,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,60.7,60.0,8.02,8.07,4.88,9.714,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.25,60.0,57.0,7.07,7.02,4.23,8.475,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.53,61.6,56.6,5.19,5.21,3.21,7.027,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.5,60.7,56.0,5.16,5.19,3.14,7.215,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2.01,62.9,54.0,8.03,8.07,5.06,9.439,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.2,62.5,56.0,6.75,6.71,4.21,8.816,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.51,62.0,58.0,5.08,5.11,3.16,7.378,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.0,60.2,59.0,6.5,6.39,3.88,8.395,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.39,63.4,57.0,4.63,4.67,2.95,6.668,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.36,61.9,56.0,4.59,4.56,2.83,6.921,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,63.8,57.0,6.21,6.29,3.99,8.485,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.1,60.7,55.0,6.74,6.71,4.08,8.775,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.05,60.2,62.0,6.52,6.57,3.94,8.527,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.4,61.3,57.0,4.77,4.75,2.92,6.957,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.45,62.3,58.0,4.86,4.84,3.02,6.942,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.91,64.2,55.0,6.13,6.09,3.92,8.098,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.75,60.8,57.0,5.91,5.87,3.58,7.573,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.62,61.9,55.0,5.46,5.19,3.39,7.76,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.81,61.7,57.0,5.99,5.94,3.68,7.817,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.32,61.9,57.0,4.41,4.38,2.72,6.842,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.34,62.2,55.0,4.49,4.48,2.79,6.78,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.74,58.6,62.0,7.83,7.88,4.6,9.694,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.03,62.3,56.0,6.44,6.52,4.04,8.468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,64.3,59.0,6.27,6.21,4.01,8.183,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.46,62.6,56.0,4.92,4.95,3.09,7.401,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.39,62.6,53.0,4.68,4.71,2.94,6.29,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.57,61.5,56.0,7.49,7.56,4.63,9.202,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.33,61.9,55.0,4.46,4.47,2.76,6.845,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,69.9,61.0,6.13,5.86,4.23,7.658,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.22,62.5,55.0,6.9,6.82,4.29,8.719,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.73,61.9,56.0,5.81,5.76,3.58,7.993,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.23,62.8,56.0,6.9,6.82,4.31,8.988,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.72,61.5,56.0,5.77,5.81,3.56,8.189,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7,61.8,61.0,7.57,7.5,4.66,9.348,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.38,59.7,61.0,4.69,4.73,2.81,6.896,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.36,62.0,55.0,4.55,4.58,2.83,6.588,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.33,59.9,57.3,7.16,7.21,4.3,9.281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.25,60.9,57.0,4.06,4.09,2.48,6.354,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.36,61.6,56.0,4.62,4.57,2.83,6.576,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.0,61.2,60.0,6.43,6.38,3.92,9.036,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.3,64.4,61.0,4.2,4.16,2.69,6.512,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.7,61.2,55.0,5.71,5.76,3.51,7.759,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.03,62.5,57.0,8.14,8.08,5.06,9.587,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.14,61.7,60.0,6.74,6.67,4.14,8.689,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.5,62.7,58.0,7.28,7.23,4.55,9.219,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.92,61.7,59.0,6.27,6.18,3.84,8.279,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.54,61.6,56.0,5.21,5.24,3.22,7.119,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.5,59.5,59.0,5.16,5.19,3.08,7.051,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.53,61.8,55.0,5.22,5.17,3.21,7.503,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.71,62.7,57.0,5.7,5.75,3.59,8.075,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9,62.5,62.0,6.04,6.09,3.79,8.296,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.12,60.9,57.0,6.7,6.73,4.09,8.669,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.5,64.9,58.0,5.0,4.95,3.23,7.445,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.9,63.4,60.0,6.02,6.07,3.83,8.132,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1,62.6,56.0,6.65,6.57,4.14,8.438,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.41,63.2,57.0,4.74,4.76,3.0,6.76,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.34,61.7,55.0,4.49,4.52,2.78,7.151,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.31,62.4,61.0,6.98,6.9,4.33,8.842,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.54,59.0,62.0,5.3,5.28,3.12,7.402,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.01,61.8,59.0,6.41,6.31,3.93,8.296,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.4,62.6,57.0,4.66,4.7,2.93,6.501,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.72,63.4,56.0,7.65,7.55,4.82,9.829,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.53,59.8,60.0,5.28,5.35,3.18,7.841,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,58.5,59.0,6.62,6.51,3.84,8.146,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5,61.9,57.0,5.08,5.06,3.14,7.411,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.6,61.9,56.0,7.53,7.47,4.64,9.616,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3,63.0,55.0,4.31,4.29,2.71,6.515,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.4,61.6,56.0,4.78,4.73,2.93,7.026,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.39,59.2,58.0,4.78,4.81,2.84,6.759,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.09,62.7,56.0,6.55,6.59,4.12,8.721,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.42,62.9,54.0,4.79,4.81,3.02,6.603,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.76,63.7,54.0,5.76,5.85,3.7,7.933,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,62.6,58.0,5.66,5.68,3.55,7.714,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.02,63.9,55.0,6.4,6.37,4.08,8.425,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.02,62.6,57.0,6.4,6.47,4.03,8.94,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.0,61.6,59.0,6.41,6.34,3.93,8.237,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.14,62.7,55.0,6.7,6.6,4.17,9.139,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.36,57.7,54.0,4.74,4.79,2.75,6.959,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.41,61.5,57.0,4.79,4.82,2.95,7.024,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,59.9,61.0,6.46,6.42,3.86,8.374,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.3,60.7,59.0,4.34,4.33,2.63,6.856,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.51,63.0,57.0,7.25,7.3,4.58,9.242,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.53,61.4,55.0,5.19,5.24,3.2,7.442,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,61.2,56.0,6.44,6.47,3.95,8.642,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.52,61.2,58.0,7.53,7.43,4.57,9.056,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2.02,62.2,57.0,8.1,8.04,5.02,9.723,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.09,61.8,56.0,8.15,8.22,5.06,9.748,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.01,57.6,60.0,6.59,6.64,3.81,8.613,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5,62.5,59.0,5.01,5.04,3.14,7.265,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.73,61.6,55.0,5.8,5.82,3.58,8.125,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.86,62.5,55.0,7.81,7.9,4.91,9.287,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.71,62.2,57.0,5.66,5.73,3.54,7.847,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.72,59.8,59.0,7.77,7.74,4.64,9.283,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.5,66.1,57.0,7.06,6.98,4.64,8.966,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.21,59.5,58.0,7.01,6.97,4.16,9.043,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.1,63.0,57.0,8.13,8.08,5.11,9.719,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.06,61.9,55.0,8.23,8.19,5.08,9.336,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.06,60.3,57.0,6.61,6.66,4.01,8.615,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.53,62.9,57.0,5.18,5.15,3.25,7.217,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.6,60.0,56.0,5.46,5.51,3.29,7.518,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.32,59.8,57.0,4.46,4.4,2.65,6.417,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9,64.0,55.0,6.11,6.05,3.89,7.825,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.54,60.9,56.0,5.27,5.29,3.21,7.569,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.02,62.7,55.0,6.49,6.4,4.04,8.87,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.54,61.8,54.0,5.24,5.27,3.25,7.452,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.43,62.9,60.0,4.8,4.77,3.01,6.924,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.22,63.2,58.0,6.82,6.76,4.29,8.765,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.06,62.4,58.0,6.56,6.51,4.07,8.489,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.51,61.1,56.0,5.18,5.16,3.16,7.215,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.53,61.3,59.0,7.42,7.39,4.54,8.995,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.5,58.2,61.0,5.19,5.22,3.03,7.499,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2.01,63.8,59.0,7.77,7.87,4.99,9.602,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.02,62.3,55.0,6.45,6.48,4.03,8.802,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.22,62.2,59.0,6.77,6.8,4.22,8.523,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.02,63.6,56.0,6.4,6.37,4.06,8.257,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.9,63.6,58.0,6.09,6.12,3.88,8.421,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.61,61.1,56.0,5.44,5.49,3.33,7.358,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.81,61.8,55.0,6.04,6.0,3.72,8.008,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.39,63.3,55.0,4.63,4.66,2.94,6.669,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.71,61.1,58.0,5.8,5.72,3.52,8.183,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.41,62.4,54.0,4.74,4.78,2.97,7.22,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.7,62.0,56.0,5.68,5.7,3.53,7.989,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.11,63.6,58.0,6.57,6.52,4.16,8.528,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2.16,62.9,55.0,8.28,8.2,5.18,9.759,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.9,62.3,59.0,6.1,6.16,3.82,8.486,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.9,62.3,58.0,6.05,6.27,3.84,8.244,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.56,62.4,55.0,7.39,7.48,4.64,9.114,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.92,62.0,55.0,6.24,6.27,3.88,8.157,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.54,61.5,61.0,7.35,7.42,4.54,9.083,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3,61.0,56.0,4.37,4.35,2.66,6.594,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.41,62.2,58.0,4.75,4.77,2.96,7.22,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.35,61.5,58.0,4.5,4.54,2.78,6.56,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.01,62.3,58.0,6.45,6.36,3.99,8.392,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.31,61.9,56.0,4.39,4.37,2.71,6.89,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.04,61.8,56.0,6.53,6.49,4.02,8.44,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
